ensembl,gene_name,uniprot
ENSG00000174775,HRAS,P01112
ENSG00000276536,HRAS,P01112
ENSG00000213281,NRAS,P01111
ENSG00000155961,RAB39B,Q96DA2
ENSG00000144118,RALB,P11234
ENSG00000122679,RAMP3,O60896
ENSG00000116473,RAP1A,P62834
ENSG00000107018,RLN1,P04808
ENSG00000182698,RESP18,Q5W5W9
ENSG00000265203,RBP3,P10745
ENSG00000104918,RETN,Q9HD89
ENSG00000115386,REG1A,P05451
ENSG00000172016,REG3A,Q06141
ENSG00000171136,RLN3,Q8WXF3
ENSG00000163515,RETNLB,Q9BQ08
ENSG00000161800,RACGAP1,Q9H0H5
ENSG00000160007,ARHGAP35,Q9NRY4
ENSG00000173156,RHOD,O00212
ENSG00000139725,RHOF,Q9HBH0
ENSG00000119729,RHOQ,P17081
ENSG00000177963,RIC8A,Q9NPQ8
ENSG00000134193,REG4,Q9BYZ8
ENSG00000107014,RLN2,P04090
ENSG00000164620,RELL2,Q8NC24
ENSG00000168509,HFE2,Q6ZVN8
ENSG00000121064,SCPEP1,Q9HB40
ENSG00000143622,RIT1,Q92963
ENSG00000173166,RAPH1,Q70E73
ENSG00000106538,RARRES2,Q99969
ENSG00000170667,RASA4B,C9J798
ENSG00000122707,RECK,O95980
ENSG00000092871,RFFL,Q8WZ73
ENSG00000113319,RASGRF2,O14827
ENSG00000107560,RAB11FIP2,Q7L804
ENSG00000090104,RGS1,Q08116
ENSG00000182901,RGS7,P49802
ENSG00000067560,RHOA,P61586
ENSG00000143878,RHOB,P62745
ENSG00000155366,RHOC,P08134
ENSG00000168421,RHOH,Q15669
ENSG00000181826,RELL1,Q8IUW5
ENSG00000189056,RELN,P78509
ENSG00000143839,REN,P00797
ENSG00000131378,RFTN1,Q14699
ENSG00000162944,RFTN2,Q52LD8
ENSG00000182175,RGMA,Q96B86
ENSG00000158315,RHBDL2,Q9NX52
ENSG00000140519,RHCG,Q9UBD6
ENSG00000129667,RHBDF2,Q6PJF5
ENSG00000126785,RHOJ,Q9H4E5
ENSG00000104140,RHOV,Q96L33
ENSG00000152214,RIT2,Q99578
ENSG00000172023,REG1B,P48304
ENSG00000139890,REM2,Q8IYK8
ENSG00000165731,RET,P07949
ENSG00000174136,RGMB,Q6NW40
ENSG00000116191,RALGPS2,Q86X27
ENSG00000132677,RHBG,Q9H310
ENSG00000071205,ARHGAP10,A1A4S6
ENSG00000134909,ARHGAP32,A7KAX9
ENSG00000060709,RIMBP2,O15034
ENSG00000127314,RAP1B,P61224
ENSG00000143954,REG3G,Q6UW15
ENSG00000138207,RBP4,P02753
ENSG00000135824,RGS8,P57771
ENSG00000136828,RALGPS1,Q5JS13
ENSG00000169220,RGS14,O43566
ENSG00000116741,RGS2,P41220
ENSG00000138835,RGS3,P49796
ENSG00000182732,RGS6,P49758
ENSG00000100302,RASD2,Q96D21
ENSG00000177105,RHOG,P84095
ENSG00000182631,RXFP3,Q9NSD7
ENSG00000277069,RXFP3,Q9NSD7
ENSG00000173080,RXFP4,Q8TDU9
ENSG00000129465,RIPK3,Q9Y572
ENSG00000137275,RIPK1,Q13546
ENSG00000111913,RIPOR2,Q9Y4F9
ENSG00000079841,RIMS1,Q86UR5
ENSG00000116574,RHOU,Q7L0Q8
ENSG00000176406,RIMS2,Q9UQ26
ENSG00000165799,RNASE7,Q9H1E1
ENSG00000258436,RNASE12,Q5GAN4
ENSG00000206150,RNASE13,Q5GAN3
ENSG00000154134,ROBO3,Q96MS0
ENSG00000129538,RNASE1,P07998
ENSG00000169413,RNASE6,Q93091
ENSG00000172602,RND1,Q92730
ENSG00000258818,RNASE4,P34096
ENSG00000188655,RNASE9,P60153
ENSG00000182545,RNASE10,Q5GAN6
ENSG00000116745,RPE65,Q16518
ENSG00000173431,RNASE8,Q8TDE3
ENSG00000170633,RNF34,Q969K3
ENSG00000067900,ROCK1,Q13464
ENSG00000134318,ROCK2,O75116
ENSG00000184719,RNLS,Q5VYX0
ENSG00000122566,HNRNPA2B1,P22626
ENSG00000185008,ROBO2,Q9HCK4
ENSG00000164078,MST1R,Q04912
ENSG00000169855,ROBO1,Q9Y6N7
ENSG00000154133,ROBO4,Q8WZ75
ENSG00000126458,RRAS,P10301
ENSG00000215853,RPTN,Q6XPR3
ENSG00000133818,RRAS2,P62070
ENSG00000241258,CRCP,O75575
ENSG00000109756,RAPGEF2,Q9Y4G8
ENSG00000158987,RAPGEF6,Q8TEU7
ENSG00000173464,RNASE11,Q8TAA1
ENSG00000026297,RNASET2,O00584
ENSG00000185483,ROR1,Q01973
ENSG00000047936,ROS1,P08922
ENSG00000169071,ROR2,Q01974
ENSG00000108375,RNF43,Q68DV7
ENSG00000149489,ROM1,Q03395
ENSG00000146828,SLC12A9,Q9BXP2
ENSG00000158296,SLC13A3,Q8WWT9
ENSG00000136514,RTP4,Q96DX8
ENSG00000270885,RASL10B,Q96S79
ENSG00000169218,RSPO1,Q2MKA7
ENSG00000159579,RSPRY1,Q96DX4
ENSG00000215695,RSC1A1,Q92681
ENSG00000100276,RASL10A,Q92737
ENSG00000101282,RSPO4,Q2I0M5
ENSG00000091138,SLC26A3,P40879
ENSG00000170615,SLC26A5,P58743
ENSG00000164638,SLC29A4,Q7RTT9
ENSG00000168917,SLC35G2,Q8TBE7
ENSG00000123643,SLC36A1,Q7Z2H8
ENSG00000111371,SLC38A1,Q9H2H9
ENSG00000017483,SLC38A5,Q8WUX1
ENSG00000104635,SLC39A14,Q15043
ENSG00000136052,SLC41A2,Q96JW4
ENSG00000114544,SLC41A3,Q96GZ6
ENSG00000033867,SLC4A7,Q9Y6M7
ENSG00000147655,RSPO2,Q6UXX9
ENSG00000168028,RPSA,P08865
ENSG00000040608,RTN4R,Q9BZR6
ENSG00000175077,RTP1,P59025
ENSG00000198471,RTP2,Q5QGT7
ENSG00000133105,RXFP2,Q8WXD0
ENSG00000163220,S100A9,P06702
ENSG00000163221,S100A12,P80511
ENSG00000074803,SLC12A1,Q13621
ENSG00000113504,SLC12A7,Q9Y666
ENSG00000146039,SLC17A4,Q9Y2C5
ENSG00000119899,SLC17A5,Q9NRA2
ENSG00000213694,S1PR3,Q99500
ENSG00000160753,RUSC1,Q9BVN2
ENSG00000143546,S100A8,P05109
ENSG00000137204,SLC22A7,Q9Y694
ENSG00000149742,SLC22A9,Q8IVM8
ENSG00000197891,SLC22A12,Q96S37
ENSG00000004809,SLC22A16,Q86VW1
ENSG00000225697,SLC26A6,Q9BXS9
ENSG00000156222,SLC28A1,O00337
ENSG00000197506,SLC28A3,Q9HAS3
ENSG00000112759,SLC29A1,Q99808
ENSG00000174669,SLC29A2,Q14542
ENSG00000165794,SLC39A2,Q9NP94
ENSG00000168710,AHCYL1,O43865
ENSG00000073060,SCARB1,Q8WTV0
ENSG00000124145,SDC4,P31431
ENSG00000132581,SDF2,Q99470
ENSG00000012171,SEMA3B,Q13214
ENSG00000168758,SEMA4C,Q9C0C4
ENSG00000135622,SEMA4F,O95754
ENSG00000143556,S100A7,P31151
ENSG00000197747,S100A10,P60903
ENSG00000070915,SLC12A3,P55017
ENSG00000140199,SLC12A6,Q9UHW9
ENSG00000168575,SLC20A2,Q08357
ENSG00000092096,SLC22A17,Q8WUG5
ENSG00000089057,SLC23A2,Q9UGH3
ENSG00000139209,SLC38A4,Q969I6
ENSG00000139974,SLC38A6,Q8IZM9
ENSG00000141424,SLC39A6,Q13433
ENSG00000133195,SLC39A11,Q8N1S5
ENSG00000138449,SLC40A1,Q9NP59
ENSG00000133065,SLC41A1,Q8IVJ1
ENSG00000142494,SLC47A1,Q96FL8
ENSG00000080493,SLC4A4,Q9Y6R1
ENSG00000132517,SLC52A1,Q9NWF4
ENSG00000173432,SAA1,P0DJI8
ENSG00000182310,SPACA6,W5XKT8
ENSG00000178597,PSAPL1,Q6NUJ1
ENSG00000168079,SCARA5,Q6ZMJ2
ENSG00000144285,SCN1A,P35498
ENSG00000007314,SCN4A,P35499
ENSG00000196876,SCN8A,Q9UQD0
ENSG00000110876,SELPLG,Q14242
ENSG00000170381,SEMA3E,O15041
ENSG00000010319,SEMA3G,Q9NS98
ENSG00000196189,SEMA4A,Q9H3S1
ENSG00000197956,S100A6,P06703
ENSG00000189171,S100A13,Q99584
ENSG00000125910,S1PR4,O95977
ENSG00000180739,S1PR5,Q9H228
ENSG00000197901,SLC22A6,Q4U2R8
ENSG00000170482,SLC23A1,Q9UHI7
ENSG00000181045,SLC26A11,Q86WA9
ENSG00000091137,SLC26A4,O43511
ENSG00000113396,SLC27A6,Q9Y2P4
ENSG00000134294,SLC38A2,Q96QD8
ENSG00000188338,SLC38A3,Q99624
ENSG00000197746,PSAP,P07602
ENSG00000164764,SBSPON,Q8IVN8
ENSG00000103546,SLC6A2,P23975
ENSG00000142319,SLC6A3,Q01959
ENSG00000276996,SLC6A3,Q01959
ENSG00000108576,SLC6A4,P31645
ENSG00000180900,SCRIB,Q14160
ENSG00000080293,SCTR,P47872
ENSG00000159307,SCUBE1,Q8IWY4
ENSG00000115884,SDC1,P18827
ENSG00000132026,RTBDN,Q9BSG5
ENSG00000267534,S1PR2,O95136
ENSG00000168065,SLC22A11,Q9NSA0
ENSG00000110628,SLC22A18,Q96BI1
ENSG00000130304,SLC27A1,Q6PCB7
ENSG00000134339,SAA2,P0DJI9
ENSG00000141316,SPACA3,Q8IXA5
ENSG00000205209,SCGB2B2,Q4G0G5
ENSG00000148965,SAA4,P35542
ENSG00000132703,APCS,P02743
ENSG00000256870,SLC5A8,Q8N695
ENSG00000262217,SLC5A8,Q8N695
ENSG00000183873,SCN5A,Q14524
ENSG00000185313,SCN10A,Q9Y5Y9
ENSG00000164106,SCRG1,O75711
ENSG00000175356,SCUBE2,Q9NQ36
ENSG00000174938,SEZ6L2,Q6UXD5
ENSG00000049130,KITLG,P21583
ENSG00000105711,SCN1B,Q07699
ENSG00000136531,SCN2A,Q99250
ENSG00000166257,SCN3B,Q9NY72
ENSG00000177098,SCN4B,Q8IWT1
ENSG00000168356,SCN11A,Q9UI33
ENSG00000168447,SCNN1B,P51168
ENSG00000162572,SCNN1D,P51172
ENSG00000137575,SDCBP,O00560
ENSG00000153993,SEMA3D,O95025
ENSG00000001617,SEMA3F,Q13275
ENSG00000095539,SEMA4G,Q9NTN9
ENSG00000112902,SEMA5A,Q13591
ENSG00000143434,SEMA6C,Q9H3T2
ENSG00000138623,SEMA7A,O75326
ENSG00000124233,SEMG1,P04279
ENSG00000124157,SEMG2,Q02383
ENSG00000250722,SELENOP,P49908
ENSG00000168385,SEPT2,Q15019
ENSG00000253309,SERPINE3,A8MV23
ENSG00000063015,SEZ6,Q53EL9
ENSG00000146374,RSPO3,Q9BXY4
ENSG00000171509,RXFP1,Q9HBX9
ENSG00000163993,S100P,P25815
ENSG00000170989,S1PR1,P21453
ENSG00000175003,SLC22A1,O15245
ENSG00000149452,SLC22A8,Q8TCC7
ENSG00000176273,SLC35G1,Q2M3R5
ENSG00000186335,SLC36A2,Q495M3
ENSG00000143570,SLC39A1,Q9NY26
ENSG00000147804,SLC39A4,Q6P5W5
ENSG00000139540,SLC39A5,Q6ZMH5
ENSG00000180638,SLC47A2,Q86VL8
ENSG00000144290,SLC4A10,Q6U841
ENSG00000088836,SLC4A11,Q8NBS3
ENSG00000188687,SLC4A5,Q9BY07
ENSG00000185803,SLC52A2,Q9HAB3
ENSG00000101276,SLC52A3,Q9NQ40
ENSG00000010379,SLC6A13,Q9NSD5
ENSG00000163817,SLC6A20,Q9NP91
ENSG00000089199,CHGB,P05060
ENSG00000171951,SCG2,P13521
ENSG00000136546,SCN7A,Q01118
ENSG00000173578,XCR1,P46094
ENSG00000102218,RP2,O75695
ENSG00000176105,YES1,P07947
ENSG00000065978,YBX1,P67809
ENSG00000137207,YIPF3,Q9GZM5
ENSG00000075213,SEMA3A,Q14563
ENSG00000187764,SEMA4D,Q92854
ENSG00000082684,SEMA5B,Q9P283
ENSG00000092421,SEMA6A,Q9H2E6
ENSG00000167680,SEMA6B,Q9H3T3
ENSG00000137872,SEMA6D,Q8NFY4
ENSG00000132824,SERINC3,Q13530
ENSG00000104332,SFRP1,Q8N474
ENSG00000106483,SFRP4,Q6FHJ7
ENSG00000142512,SIGLEC10,Q96LC7
ENSG00000197046,SIGLEC15,Q6ZMC9
ENSG00000068903,SIRT2,Q8IXJ6
ENSG00000283100,SIRT2,Q8IXJ6
ENSG00000196209,SIRPB2,Q5JXA9
ENSG00000125900,SIRPD,Q9H106
ENSG00000137078,SIT1,Q9Y3P8
ENSG00000162723,SLAMF9,Q96A28
ENSG00000124107,SLPI,P03973
ENSG00000170545,SMAGP,Q0VAQ4
ENSG00000229415,SFTA3,P0C7M3
ENSG00000133661,SFTPD,P35247
ENSG00000178287,SPAG11A,Q6PDA7
ENSG00000161055,SCGB3A1,Q96QR1
ENSG00000127990,SGCE,O43556
ENSG00000147955,SIGMAR1,Q99720
ENSG00000162105,SHANK2,Q9UPX8
ENSG00000283243,SHANK3,Q9BYB0
ENSG00000129214,SHBG,P04278
ENSG00000107338,SHB,Q15464
ENSG00000168918,INPP5D,Q92835
ENSG00000281614,INPP5D,Q92835
ENSG00000105738,SIPA1L3,O60292
ENSG00000157350,ST3GAL2,Q16842
ENSG00000073849,ST6GAL1,P15907
ENSG00000126091,ST3GAL3,Q11203
ENSG00000254521,SIGLEC12,Q96PQ1
ENSG00000254415,SIGLEC14,Q08ET2
ENSG00000105501,SIGLEC5,O15389
ENSG00000105492,SIGLEC6,O43699
ENSG00000105366,SIGLEC8,Q9NYZ4
ENSG00000186577,SMIM29,Q86T20
ENSG00000141293,SKAP1,Q86WV1
ENSG00000066294,CD84,Q9UIB8
ENSG00000145147,SLIT2,O94813
ENSG00000136487,GH2,P01242
ENSG00000134243,SORT1,Q99523
ENSG00000171243,SOSTDC1,Q6X4U4
ENSG00000114204,SERPINI2,O75830
ENSG00000134278,SPIRE1,Q08AE8
ENSG00000149651,SPINT4,Q6UDR6
ENSG00000177202,SPACA4,Q8TDM5
ENSG00000111319,SCNN1A,P37088
ENSG00000107562,CXCL12,P48061
ENSG00000146555,SDK1,Q7Z5N4
ENSG00000069188,SDK2,Q58EX2
ENSG00000075223,SEMA3C,Q99985
ENSG00000196260,SFTA2,Q6UW10
ENSG00000206465,SFTA2,Q6UW10
ENSG00000230072,SFTA2,Q6UW10
ENSG00000237814,SFTA2,Q6UW10
ENSG00000225454,SFTA2,Q6UW10
ENSG00000197745,SCGB1D4,Q6XE38
ENSG00000170624,SGCD,Q92629
ENSG00000118515,SGK1,O00141
ENSG00000109084,TMEM97,Q5BJF2
ENSG00000189410,SH2D5,Q6ZV89
ENSG00000146950,SHROOM2,Q13796
ENSG00000197555,SIPA1L1,O43166
ENSG00000079689,SCGN,O76038
ENSG00000188076,SCGB1C1,Q8TD33
ENSG00000185662,SMIM23,A6NLE4
ENSG00000180251,SLC9A4,Q6AI14
ENSG00000184347,SLIT3,O75094
ENSG00000198732,SMOC1,Q9H4F8
ENSG00000128602,SMO,Q99835
ENSG00000092531,SNAP23,O00161
ENSG00000130340,SNX9,Q9Y5X1
ENSG00000205754,SLCO1B7,G3V0H7
ENSG00000139155,SLCO1C1,Q9NYB5
ENSG00000137491,SLCO2B1,O94956
ENSG00000205359,SLCO6A1,Q86UG4
ENSG00000108823,SGCA,Q16586
ENSG00000163069,SGCB,Q16585
ENSG00000185634,SHC4,Q6S5L8
ENSG00000164690,SHH,Q15465
ENSG00000187122,SLIT1,O75093
ENSG00000187699,C2orf88,Q9BSF0
ENSG00000108854,SMURF2,Q9HAU4
ENSG00000099940,SNAP29,O95721
ENSG00000172164,SNTB1,Q13884
ENSG00000172554,SNTG2,Q9NY99
ENSG00000167941,SOST,Q9BQB4
ENSG00000189001,SBSN,Q6UWP8
ENSG00000154025,SLC5A10,A0PJK1
ENSG00000148942,SLC5A12,Q1EHB4
ENSG00000157103,SLC6A1,P30531
ENSG00000165970,SLC6A5,Q9Y345
ENSG00000131389,SLC6A6,P31641
ENSG00000198794,SCAMP5,Q8TAC9
ENSG00000104112,SCG3,Q8WXD2
ENSG00000149575,SCN2B,O60939
ENSG00000153253,SCN3A,Q9NY46
ENSG00000169432,SCN9A,Q15858
ENSG00000166828,SCNN1G,P51170
ENSG00000141574,SECTM1,Q8WVN6
ENSG00000146197,SCUBE3,Q8IX30
ENSG00000078098,FAP,Q12884
ENSG00000164300,SERINC5,Q86VE9
ENSG00000185303,SFTPA2,Q8IWL1
ENSG00000145423,SFRP2,Q96HF1
ENSG00000162998,FRZB,Q92765
ENSG00000120057,SFRP5,Q5T4F7
ENSG00000122852,SFTPA1,Q8IWL2
ENSG00000164871,SPAG11B,Q08648
ENSG00000274405,SPAG11B,Q08648
ENSG00000124935,SCGB1D2,O95969
ENSG00000164265,SCGB3A2,Q96PL1
ENSG00000185053,SGCZ,Q96LD1
ENSG00000026751,SLAMF7,Q9NQ25
ENSG00000118702,GHRH,P01286
ENSG00000126233,SLURP1,P55000
ENSG00000162804,SNED1,Q8TER0
ENSG00000101400,SNTA1,Q13424
ENSG00000166145,SPINT1,O43278
ENSG00000152583,SPARCL1,Q14515
ENSG00000187678,SPRY4,Q9C004
ENSG00000161681,SHANK1,Q9Y566
ENSG00000198053,SIRPA,P78324
ENSG00000110080,ST3GAL4,Q11206
ENSG00000101307,SIRPB1,O00241
ENSG00000172139,SLC9C1,Q4G0N8
ENSG00000117090,SLAMF1,Q13291
ENSG00000162739,SLAMF6,Q96DU3
ENSG00000158714,SLAMF8,Q9P0V8
ENSG00000184564,SLITRK6,Q9H5Y7
ENSG00000163681,SLMAP,Q14BN4
ENSG00000112562,SMOC2,Q9H3U7
ENSG00000171201,SMR3B,P02814
ENSG00000164023,SGMS2,Q8NHU3
ENSG00000178996,SNX18,Q96RF0
ENSG00000089006,SNX5,Q9Y5X3
ENSG00000088827,SIGLEC1,Q9BZZ2
ENSG00000084453,SLCO1A2,P46721
ENSG00000134538,SLCO1B1,Q9Y6L6
ENSG00000111700,SLCO1B3,Q9NPD5
ENSG00000176463,SLCO3A1,Q9UIG8
ENSG00000101187,SLCO4A1,Q96BD0
ENSG00000173930,SLCO4C1,Q6ZQN7
ENSG00000137571,SLCO5A1,Q9H2Y9
ENSG00000268320,SCGB1C2,P0DMR2
ENSG00000277730,SCGB1C2,P0DMR2
ENSG00000008513,ST3GAL1,Q11201
ENSG00000110013,SIAE,Q9HAT2
ENSG00000161640,SIGLEC11,Q96RL6
ENSG00000168995,SIGLEC7,Q9Y286
ENSG00000129450,SIGLEC9,Q9Y336
ENSG00000090020,SLC9A1,P19634
ENSG00000066230,SLC9A3,P48764
ENSG00000101082,SLA2,Q9H6Q3
ENSG00000109208,SMR3A,Q99954
ENSG00000174640,SLCO2A1,Q92959
ENSG00000149639,SOGA1,O94964
ENSG00000259384,GH1,P01241
ENSG00000137642,SORL1,Q92673
ENSG00000170054,SERPINA9,Q86WD7
ENSG00000206075,SERPINB5,P36952
ENSG00000070031,SCT,P09683
ENSG00000274473,SCT,P09683
ENSG00000113811,SELENOK,Q9Y6D0
ENSG00000168515,SCGB1D1,O95968
ENSG00000102683,SGCG,Q13326
ENSG00000237515,SHISA9,B4DS77
ENSG00000029559,IBSP,P21815
ENSG00000185187,SIGIRR,Q6IA17
ENSG00000119487,MAPKAP1,Q9BPZ7
ENSG00000101307,SIRPB1,Q5TFQ8
ENSG00000089012,SIRPG,Q9P1W8
ENSG00000112305,SMAP1,Q8IYB5
ENSG00000203870,SMIM9,A6NGZ8
ENSG00000198742,SMURF1,Q9HCE7
ENSG00000284126,SMURF1,Q9HCE7
ENSG00000146700,SSC4D,Q8WTU2
ENSG00000154556,SORBS2,O94875
ENSG00000244486,SCARF2,Q96GP6
ENSG00000163479,SSR2,P43308
ENSG00000136011,STAB2,Q8WWQ8
ENSG00000148175,STOM,P27105
ENSG00000103496,STX4,Q12846
ENSG00000090402,SI,P14410
ENSG00000132639,SNAP25,P60880
ENSG00000132122,SPATA6,Q9NWH7
ENSG00000262655,SPON1,Q9HCB6
ENSG00000072080,SPP2,Q13103
ENSG00000113140,SPARC,P09486
ENSG00000166068,SPRED1,Q7Z699
ENSG00000182957,SPATA13,Q96N96
ENSG00000180616,SSTR2,P30874
ENSG00000278195,SSTR3,P32745
ENSG00000114850,SSR3,Q9UNL2
ENSG00000072786,STK10,O94804
ENSG00000116266,STXBP3,O00186
ENSG00000198829,SUCNR1,Q9BXA5
ENSG00000116030,SUMO1,P63165
ENSG00000198168,SVIP,Q8NHG7
ENSG00000167208,SNX20,Q7Z614
ENSG00000274211,SOCS7,O14512
ENSG00000274229,SOCS7,O14512
ENSG00000159674,SPON2,Q9BUD6
ENSG00000203772,SPRN,Q5BIV9
ENSG00000095637,SORBS1,Q9BX66
ENSG00000197122,SRC,P12931
ENSG00000122862,SRGN,P10124
ENSG00000162009,SSTR5,P35346
ENSG00000124783,SSR1,P43307
ENSG00000180879,SSR4,P51571
ENSG00000010327,STAB1,Q9NY15
ENSG00000134548,SPX,Q9BT56
ENSG00000136158,SPRY2,O43597
ENSG00000157214,STEAP2,Q8NFT2
ENSG00000127954,STEAP4,Q687X5
ENSG00000167323,STIM1,Q13586
ENSG00000137868,STRA6,Q9BX79
ENSG00000164506,STXBP5,Q5T5C0
ENSG00000143502,SUSD4,Q5VX71
ENSG00000244476,ERVFRD-1,P60508
ENSG00000109610,SOD3,P08294
ENSG00000186910,SERPINA11,Q86U17
ENSG00000165953,SERPINA12,Q8IW75
ENSG00000153498,SPACA7,Q96KW9
ENSG00000275865,SPACA7,Q96KW9
ENSG00000176170,SPHK1,Q9NYA1
ENSG00000204991,SPIRE2,Q8WWL2
ENSG00000005206,SPPL2B,Q8TCT7
ENSG00000102359,SRPX2,O60687
ENSG00000101446,SPINT3,P49223
ENSG00000086475,SEPHS1,P49903
ENSG00000006282,SPATA20,Q8TB22
ENSG00000115306,SPTBN1,Q01082
ENSG00000085733,CTTN,Q14247
ENSG00000273608,SRCIN1,Q9C0H9
ENSG00000277363,SRCIN1,Q9C0H9
ENSG00000179954,SSC5D,A1L4H1
ENSG00000074660,SCARF1,Q14162
ENSG00000276336,SCARF1,Q14162
ENSG00000145087,STXBP5L,Q9Y2K9
ENSG00000133115,STOML3,Q8TAV4
ENSG00000132671,SSTR4,P31391
ENSG00000159167,STC1,P52823
ENSG00000157303,SUSD3,Q96L08
ENSG00000081320,STK17B,O94768
ENSG00000169302,STK32A,Q8WU08
ENSG00000126549,STATH,P02808
ENSG00000282891,STATH,P02808
ENSG00000113739,STC2,O76061
ENSG00000184584,TMEM173,Q86WV6
ENSG00000106089,STX1A,Q16623
ENSG00000099994,SUSD2,Q9UGT4
ENSG00000177868,SVBP,Q8N300
ENSG00000165124,SVEP1,Q4LDE5
ENSG00000133789,SWAP70,Q9UH65
ENSG00000242950,ERVW-1,Q9UQF0
ENSG00000157005,SST,P61278
ENSG00000123096,SSPN,Q14714
ENSG00000139874,SSTR1,P30872
ENSG00000197321,SVIL,O95425
ENSG00000165283,STOML2,Q9UJZ1
ENSG00000101463,SYNDIG1,Q9H7V2
ENSG00000054654,SYNE2,Q8WXH0
ENSG00000171992,SYNPO,Q8N3V7
ENSG00000149043,SYT8,Q8NBV8
ENSG00000127364,TAS2R4,Q9NYW5
ENSG00000135569,TAAR5,O14804
ENSG00000274512,TBC1D3L,B9A6J9
ENSG00000170379,TCAF2,A6NFQ2
ENSG00000142765,SYTL1,Q8IYJ3
ENSG00000168890,TMEM150A,Q86TG1
ENSG00000146385,TAAR8,Q969N4
ENSG00000248385,TARM1,B6A8C7
ENSG00000276145,TARM1,B6A8C7
ENSG00000275806,TARM1,B6A8C7
ENSG00000275123,TARM1,B6A8C7
ENSG00000276355,TARM1,B6A8C7
ENSG00000275384,TARM1,B6A8C7
ENSG00000276604,TARM1,B6A8C7
ENSG00000273875,TARM1,B6A8C7
ENSG00000277178,TARM1,B6A8C7
ENSG00000274889,TARM1,B6A8C7
ENSG00000274808,TBC1D3B,A6NDS4
ENSG00000260287,TBC1D3G,Q6DHY5
ENSG00000275760,TBC1D3G,Q6DHY5
ENSG00000065427,KARS,Q15046
ENSG00000078269,SYNJ2,O15056
ENSG00000121210,TMEM131L,A2VDJ0
ENSG00000006638,TBXA2R,P21731
ENSG00000146383,TAAR6,Q96RI8
ENSG00000145335,SNCA,P37840
ENSG00000180061,TMEM150B,A6NC51
ENSG00000249242,TMEM150C,B9EJG8
ENSG00000164855,TMEM184A,Q6ZMB5
ENSG00000169241,SLC50A1,Q9BRV3
ENSG00000125755,SYMPK,Q92797
ENSG00000255374,TAS2R43,P59537
ENSG00000262612,TAS2R43,P59537
ENSG00000226761,TAS2R46,P59540
ENSG00000262525,TAS2R46,P59540
ENSG00000115183,TANC1,Q9C0D5
ENSG00000125735,TNFSF14,O43557
ENSG00000120337,TNFSF18,Q9UNG2
ENSG00000117586,TNFSF4,P23510
ENSG00000106952,TNFSF8,P32971
ENSG00000125657,TNFSF9,P41273
ENSG00000274611,TBC1D3,Q8IZP1
ENSG00000274226,TBC1D3H,P0C7X1
ENSG00000277974,TBC1D3H,P0C7X1
ENSG00000273513,TBC1D3K,A0A087X1G2
ENSG00000243414,TICAM2,Q86XR7
ENSG00000120332,TNN,Q9UQP3
ENSG00000116147,TNR,Q92752
ENSG00000168477,TNXB,P22105
ENSG00000236236,TNXB,P22105
ENSG00000229353,TNXB,P22105
ENSG00000163815,CLEC3B,P05452
ENSG00000003436,TFPI,P10646
ENSG00000105825,TFPI2,P48307
ENSG00000106327,TFR2,Q9UP52
ENSG00000163235,TGFA,P01135
ENSG00000106799,TGFBR1,P36897
ENSG00000152291,TGOLN2,O43493
ENSG00000198420,TCAF1,Q9Y4C2
ENSG00000139437,TCHP,Q9BT92
ENSG00000135605,TEC,P42680
ENSG00000241697,TMEFF1,Q8IYR6
ENSG00000119699,TGFB3,P10600
ENSG00000163513,TGFBR2,P37173
ENSG00000159445,THEM4,Q5T1C6
ENSG00000269113,TRABD2B,A6NFA1
ENSG00000145850,TIMD4,Q96H15
ENSG00000102265,TIMP1,P01033
ENSG00000035862,TIMP2,P16035
ENSG00000142910,TINAGL1,Q9GZM7
ENSG00000128519,TAS2R16,Q9NYV7
ENSG00000146378,TAAR2,Q9P1P5
ENSG00000237110,TAAR9,Q96RI9
ENSG00000153283,CD96,P40200
ENSG00000154175,ABI3BP,Q7Z7G0
ENSG00000186868,MAPT,P10636
ENSG00000277956,MAPT,P10636
ENSG00000276155,MAPT,P10636
ENSG00000278599,TBC1D3E,A0A087X179
ENSG00000282144,TBC1D3I,A0A087WXS9
ENSG00000275861,TBC1D3I,A0A087WXS9
ENSG00000274933,TBC1D3I,A0A087WXS9
ENSG00000134827,TCN1,P20061
ENSG00000185339,TCN2,P20062
ENSG00000145934,TENM2,Q9NT68
ENSG00000149256,TENM4,Q6N022
ENSG00000160181,TFF2,Q03403
ENSG00000117525,F3,P13726
ENSG00000092969,TGFB2,P61812
ENSG00000204176,SYT15,Q9BQS2
ENSG00000213023,SYT3,Q9BQG1
ENSG00000102362,SYTL4,Q96C24
ENSG00000135090,TAOK3,Q9H2K8
ENSG00000119913,TECTB,Q96PL2
ENSG00000072274,TFRC,P02786
ENSG00000069702,TGFBR3,Q03167
ENSG00000105329,TGFB1,P01137
ENSG00000160182,TFF1,P04155
ENSG00000123561,SERPINA7,P05543
ENSG00000180210,F2,P00734
ENSG00000136114,THSD1,Q9NS62
ENSG00000107742,SPOCK2,Q92563
ENSG00000186854,TRABD2A,Q86V40
ENSG00000137251,TINAG,Q9UJW2
ENSG00000142538,PTH2,Q96A98
ENSG00000038295,TLL1,O43897
ENSG00000095587,TLL2,Q9Y6L7
ENSG00000137462,TLR2,O60603
