human_uniprot,human_ENSEMBL,human_gene_name,mouse_uniprot,mouse_ENSEMBL,mouse_gene_name,transmembrane,secretion,peripheral
P14784,ENSG00000100385,IL2RB,P16297,ENSMUSG00000068227,Il2rb,1,0,0
P31785,ENSG00000147168,IL2RG,P34902,ENSMUSG00000031304,Il2rg,1,0,0
P31785,ENSG00000147168,IL2RG,NA,ENSMUSG00000092463,NA,1,0,0
P26951,ENSG00000185291,IL3RA,P26952,ENSMUSG00000068758,Il3ra,1,0,0
Q01344,ENSG00000091181,IL5RA,P21183,ENSMUSG00000005364,Il5ra,1,0,0
Q71H61,ENSG00000143195,ILDR2,B5TVM2,ENSMUSG00000040612,Ildr2,1,0,0
Q9BZV3,ENSG00000081148,IMPG2,Q80XH2,ENSMUSG00000035270,Impg2,1,0,0
P14616,ENSG00000027644,INSRR,Q9WTL4,ENSMUSG00000005640,Insrr,1,0,0
P56199,ENSG00000213949,ITGA1,Q3V3R4,ENSMUSG00000042284,Itga1,1,0,0
O75578,ENSG00000143127,ITGA10,NA,ENSMUSG00000090210,NA,1,0,0
Q9UKX5,ENSG00000137809,ITGA11,NA,ENSMUSG00000032243,NA,1,0,0
P17301,ENSG00000164171,ITGA2,Q62469,ENSMUSG00000015533,Itga2,1,0,0
P08514,ENSG00000005961,ITGA2B,Q9QUM0,ENSMUSG00000034664,Itga2b,1,0,0
P13612,ENSG00000115232,ITGA4,NA,ENSMUSG00000027009,NA,1,0,0
P08648,ENSG00000161638,ITGA5,P11688,ENSMUSG00000000555,Itga5,1,0,0
Q13683,ENSG00000135424,ITGA7,NA,ENSMUSG00000025348,NA,1,0,0
Q13797,ENSG00000144668,ITGA9,B8JK39,ENSMUSG00000039115,Itga9,1,0,0
Q13349,ENSG00000156886,ITGAD,Q3V0T4,ENSMUSG00000070369,Itgad,1,0,0
P38570,ENSG00000083457,ITGAE,Q60677,ENSMUSG00000005947,Itgae,1,0,0
P11215,ENSG00000169896,ITGAM,NA,ENSMUSG00000030786,NA,1,0,0
P11215,ENSG00000169896,ITGAM,NA,ENSMUSG00000108596,NA,1,0,0
P06756,ENSG00000138448,ITGAV,P43406,ENSMUSG00000027087,Itgav,1,0,0
P20702,ENSG00000140678,ITGAX,Q9QXH4,ENSMUSG00000030789,Itgax,1,0,0
P05107,ENSG00000160255,ITGB2,Q3UV74,ENSMUSG00000000157,Itgb2l,1,0,0
P18084,ENSG00000082781,ITGB5,NA,ENSMUSG00000022817,NA,1,0,0
P18564,ENSG00000115221,ITGB6,Q9Z0T9,ENSMUSG00000026971,Itgb6,1,0,0
P26010,ENSG00000139626,ITGB7,P26011,ENSMUSG00000001281,Itgb7,1,0,0
P26012,ENSG00000105855,ITGB8,NA,ENSMUSG00000025321,NA,1,0,0
Q14643,ENSG00000150995,ITPR1,P11881,ENSMUSG00000030102,Itpr1,1,0,0
Q14643,ENSG00000150995,ITPR1,P11881,ENSMUSG00000030102,Itpr1,1,0,0
Q14571,ENSG00000123104,ITPR2,Q9Z329,ENSMUSG00000030287,Itpr2,1,0,0
Q9UJ96,ENSG00000178342,KCNG2,NA,ENSMUSG00000059852,NA,1,0,0
Q12918,ENSG00000111796,KLRB1,Q8VD98,ENSMUSG00000030154,Klrb1f,1,0,0
Q12918,ENSG00000111796,KLRB1,NA,ENSMUSG00000030325,NA,1,0,0
Q12918,ENSG00000111796,KLRB1,NA,ENSMUSG00000030361,NA,1,0,0
Q12918,ENSG00000111796,KLRB1,Q99JB4,ENSMUSG00000079298,Klrb1b,1,0,0
Q12918,ENSG00000111796,KLRB1,Q0ZUP1,ENSMUSG00000079299,Klrb1,1,0,0
Q12918,ENSG00000111796,KLRB1,NA,ENSMUSG00000107872,NA,1,0,0
P26715,ENSG00000134545,KLRC1,NA,ENSMUSG00000030167,NA,1,0,0
P26715,ENSG00000134545,KLRC1,NA,ENSMUSG00000033027,NA,1,0,0
P26715,ENSG00000134545,KLRC1,NA,ENSMUSG00000052736,NA,1,0,0
P26717,ENSG00000205809,KLRC2,NA,ENSMUSG00000030167,NA,1,0,0
P26717,ENSG00000205809,KLRC2,NA,ENSMUSG00000033027,NA,1,0,0
P26717,ENSG00000205809,KLRC2,NA,ENSMUSG00000052736,NA,1,0,0
Q07444,ENSG00000205810,KLRC3,NA,ENSMUSG00000030167,NA,1,0,0
Q07444,ENSG00000205810,KLRC3,NA,ENSMUSG00000033027,NA,1,0,0
Q07444,ENSG00000205810,KLRC3,NA,ENSMUSG00000052736,NA,1,0,0
O43908,ENSG00000183542,KLRC4,NA,ENSMUSG00000030167,NA,1,0,0
O43908,ENSG00000183542,KLRC4,NA,ENSMUSG00000033027,NA,1,0,0
O43908,ENSG00000183542,KLRC4,NA,ENSMUSG00000052736,NA,1,0,0
Q13241,ENSG00000134539,KLRD1,O54707,ENSMUSG00000030165,Klrd1,1,0,0
Q9NZS2,ENSG00000150045,KLRF1,NA,NA,NA,1,0,0
P18627,ENSG00000089692,LAG3,Q61790,ENSMUSG00000030124,Lag3,1,0,0
Q5T700,ENSG00000203985,LDLRAD1,NA,ENSMUSG00000070877,NA,1,0,0
Q5SZI1,ENSG00000187942,LDLRAD2,NA,NA,NA,1,0,0
O75019,ENSG00000274935,LILRA1,NA,NA,NA,1,0,0
Q8N149,ENSG00000278634,LILRA2,NA,NA,NA,1,0,0
P59901,ENSG00000276798,LILRA4,NA,NA,NA,1,0,0
Q6PI73,ENSG00000244482,LILRA6,NA,NA,NA,1,0,0
Q8N423,ENSG00000274513,LILRB2,NA,NA,NA,1,0,0
O75023,ENSG00000277414,LILRB5,NA,NA,NA,1,0,0
Q7L985,ENSG00000174482,LINGO2,Q3URE9,ENSMUSG00000045083,Lingo2,1,0,0
P0C6S8,ENSG00000220008,LINGO3,Q6GQU6,ENSMUSG00000051067,Lingo3,1,0,0
Q6UY18,ENSG00000213171,LINGO4,NA,ENSMUSG00000044505,NA,1,0,0
Q8WVP7,ENSG00000105983,LMBR1,Q9JIT0,ENSMUSG00000010721,Lmbr1,1,0,0
Q6PJG9,ENSG00000173621,LRFN4,Q80XU8,ENSMUSG00000045045,Lrfn4,1,0,0
Q96NI6,ENSG00000165379,LRFN5,Q8BXA0,ENSMUSG00000035653,Lrfn5,1,0,0
Q96JA1,ENSG00000144749,LRIG1,P70193,ENSMUSG00000030029,Lrig1,1,0,0
Q9P2V4,ENSG00000148602,LRIT1,Q8K099,ENSMUSG00000041044,Lrit1,1,0,0
A6NDA9,ENSG00000204033,LRIT2,Q6PFC5,ENSMUSG00000043418,Lrit2,1,0,0
Q3SXY7,ENSG00000183423,LRIT3,W8DXL4,ENSMUSG00000093865,Lrit3,1,0,0
Q7Z4F1,ENSG00000197324,LRP10,Q7TQH7,ENSMUSG00000022175,Lrp10,1,0,0
Q86VZ4,ENSG00000120256,LRP11,Q8CB67,ENSMUSG00000019796,Lrp11,1,0,0
Q9Y561,ENSG00000147650,LRP12,Q8BUJ9,ENSMUSG00000022305,Lrp12,1,0,0
Q9NZR2,ENSG00000168702,LRP1B,NA,ENSMUSG00000049252,NA,1,0,0
P98164,ENSG00000081479,LRP2,A2ARV4,ENSMUSG00000027070,Lrp2,1,0,0
O75074,ENSG00000130881,LRP3,NA,ENSMUSG00000001802,NA,1,0,0
O75096,ENSG00000134569,LRP4,Q8VI56,ENSMUSG00000027253,Lrp4,1,0,0
O75197,ENSG00000162337,LRP5,Q91VN0,ENSMUSG00000024913,Lrp5,1,0,0
Q50LG9,ENSG00000254402,LRRC24,Q8BHA1,ENSMUSG00000033707,Lrrc24,1,0,0
Q50LG9,ENSG00000254402,LRRC24,Q8VE95,ENSMUSG00000033707,Lrrc24,1,0,0
Q6UXK5,ENSG00000175928,LRRN1,Q61809,ENSMUSG00000034648,Lrrn1,1,0,0
O75325,ENSG00000170382,LRRN2,NA,ENSMUSG00000026443,NA,1,0,0
Q9H3W5,ENSG00000173114,LRRN3,Q8CBC6,ENSMUSG00000036295,Lrrn3,1,0,0
Q06643,ENSG00000231314,LTB,NA,NA,NA,0,0,1
P36941,ENSG00000111321,LTBR,P50284,ENSMUSG00000030339,Ltbr,1,0,0
P29376,ENSG00000062524,LTK,P08923,ENSMUSG00000027297,Ltk,1,0,0
O60449,ENSG00000054219,LY75,Q60767,ENSMUSG00000026980,Ly75,1,0,0
Q9Y5Y7,ENSG00000133800,LYVE1,Q8BHC0,ENSMUSG00000030787,Lyve1,1,0,0
P20645,ENSG00000003056,M6PR,P24668,ENSMUSG00000007458,M6pr,1,0,0
Q13477,ENSG00000099866,MADCAM1,NA,ENSMUSG00000020310,NA,1,0,0
Q9UEW3,ENSG00000019169,MARCO,Q60754,ENSMUSG00000026390,Marco,1,0,0
P43121,ENSG00000076706,MCAM,Q8R2Y2,ENSMUSG00000032135,Mcam,1,0,0
Q12866,ENSG00000153208,MERTK,Q60805,ENSMUSG00000014361,Mertk,1,0,0
P08581,ENSG00000105976,MET,NA,ENSMUSG00000009376,NA,1,0,0
Q15546,ENSG00000108960,MMD,Q9CQY7,ENSMUSG00000003948,Mmd,1,0,0
Q8IY49,ENSG00000136297,MMD2,Q8R189,ENSMUSG00000039533,Mmd2,1,0,0
Q2M385,ENSG00000197629,MPEG1,NA,ENSMUSG00000040065,NA,1,0,0
Q2M385,ENSG00000197629,MPEG1,NA,ENSMUSG00000046805,NA,1,0,0
O60487,ENSG00000149573,MPZL2,NA,ENSMUSG00000032092,NA,1,0,0
Q6UWV2,ENSG00000160588,MPZL3,Q3V3F6,ENSMUSG00000070305,Mpzl3,1,0,0
Q9UBG0,ENSG00000011028,MRC2,Q64449,ENSMUSG00000020695,Mrc2,1,0,0
Q96PG2,ENSG00000172689,MS4A10,Q99N03,ENSMUSG00000024731,Ms4a10,1,0,0
Q9NXJ0,ENSG00000071203,MS4A12,NA,ENSMUSG00000101031,NA,1,0,0
Q96JA4,ENSG00000166928,MS4A14,NA,ENSMUSG00000099398,NA,1,0,0
Q8N5U1,ENSG00000166961,MS4A15,Q3UPL6,ENSMUSG00000067571,Ms4a15,1,0,0
Q01362,ENSG00000149534,MS4A2,P20490,ENSMUSG00000024680,Ms4a2,1,0,0
Q96HJ5,ENSG00000149516,MS4A3,Q920C4,ENSMUSG00000024681,Ms4a3,1,0,0
Q96JQ5,ENSG00000110079,MS4A4A,NA,ENSMUSG00000101389,NA,1,0,0
Q96PG1,ENSG00000214787,MS4A4E,NA,ENSMUSG00000101389,NA,1,0,0
Q9H3V2,ENSG00000166930,MS4A5,NA,ENSMUSG00000054523,NA,1,0,0
Q9H2W1,ENSG00000110077,MS4A6A,Q99N09,ENSMUSG00000024677,Ms4a6b,1,0,0
Q9H2W1,ENSG00000110077,MS4A6A,NA,ENSMUSG00000024679,NA,1,0,0
Q9H2W1,ENSG00000110077,MS4A6A,Q99N08,ENSMUSG00000079419,Ms4a6c,1,0,0
Q96DS6,ENSG00000166926,MS4A6E,Q99N09,ENSMUSG00000024677,Ms4a6b,1,0,0
Q96DS6,ENSG00000166926,MS4A6E,NA,ENSMUSG00000024679,NA,1,0,0
Q96DS6,ENSG00000166926,MS4A6E,Q99N08,ENSMUSG00000079419,Ms4a6c,1,0,0
Q9GZW8,ENSG00000166927,MS4A7,NA,ENSMUSG00000024672,NA,1,0,0
Q9BY19,ENSG00000166959,MS4A8,Q99N10,ENSMUSG00000024730,Ms4a8a,1,0,0
Q96KJ4,ENSG00000162006,MSLNL,Q8C160,ENSMUSG00000041062,Mslnl,1,0,0
P21757,ENSG00000038945,MSR1,P30204,ENSMUSG00000025044,Msr1,1,0,0
Q04912,ENSG00000164078,MST1R,Q62190,ENSMUSG00000032584,Mst1r,1,0,0
Q9BRK3,ENSG00000162576,MXRA8,Q9DBV4,ENSMUSG00000029070,Mxra8,1,0,0
Q8NC67,ENSG00000171208,NETO2,Q8BNJ6,ENSMUSG00000036902,Neto2,1,0,0
P08138,ENSG00000064300,NGFR,NA,ENSMUSG00000000120,NA,1,0,0
Q92982,ENSG00000131669,NINJ1,O70131,ENSMUSG00000037966,Ninj1,1,0,0
Q9NZG7,ENSG00000171840,NINJ2,Q9JL89,ENSMUSG00000041377,Ninj2,1,0,0
O15118,ENSG00000141458,NPC1,O35604,ENSMUSG00000024413,Npc1,1,0,0
O15118,ENSG00000141458,NPC1,O35604,ENSMUSG00000024413,Npc1,1,0,0
P16066,ENSG00000169418,NPR1,P18293,ENSMUSG00000027931,Npr1,1,0,0
P17342,ENSG00000113389,NPR3,P70180,ENSMUSG00000022206,Npr3,1,0,0
O60462,ENSG00000118257,NRP2,O35375,ENSMUSG00000025969,Nrp2,1,0,0
P58401,ENSG00000110076,NRXN2,NA,ENSMUSG00000033768,NA,1,0,0
Q9P2S2,ENSG00000110076,NRXN2,NA,ENSMUSG00000033768,NA,1,0,0
Q9Y4C0,ENSG00000021645,NRXN3,Q6P9K9,ENSMUSG00000066392,Nrxn3,1,0,0
Q9Y4C0,ENSG00000021645,NRXN3,Q8C985,ENSMUSG00000066392,Nrxn3,1,0,0
Q9HDB5,ENSG00000021645,NRXN3,Q6P9K9,ENSMUSG00000066392,Nrxn3,1,0,0
Q9HDB5,ENSG00000021645,NRXN3,Q8C985,ENSMUSG00000066392,Nrxn3,1,0,0
Q16288,ENSG00000140538,NTRK3,Q6VNS1,ENSMUSG00000059146,Ntrk3,1,0,0
Q99650,ENSG00000145623,OSMR,NA,ENSMUSG00000022146,NA,1,0,0
P18433,ENSG00000132670,P18433,P18052,ENSMUSG00000027303,Ptpra,1,0,0
P51575,ENSG00000108405,P2RX1,P51576,ENSMUSG00000020787,P2rx1,1,0,0
P56373,ENSG00000109991,P2RX3,Q3UR32,ENSMUSG00000027071,P2rx3,1,0,0
Q99571,ENSG00000135124,P2RX4,NA,ENSMUSG00000029470,NA,1,0,0
Q93086,ENSG00000083454,P2RX5,NA,ENSMUSG00000005950,NA,1,0,0
O15547,ENSG00000099957,P2RX6,NA,ENSMUSG00000022758,NA,1,0,0
Q8N4S7,ENSG00000162073,PAQR4,Q9JJE4,ENSMUSG00000023909,Paqr4,1,0,0
Q9NXK6,ENSG00000137819,PAQR5,Q9DCU0,ENSMUSG00000032278,Paqr5,1,0,0
Q6TCH4,ENSG00000160781,PAQR6,Q6TCG5,ENSMUSG00000041423,Paqr6,1,0,0
Q6ZVX9,ENSG00000188582,PAQR9,Q6TCG2,ENSMUSG00000064225,Paqr9,1,0,0
Q9NRJ7,ENSG00000272674,PCDHB16,NA,ENSMUSG00000046387,NA,1,0,0
Q15116,ENSG00000188389,PDCD1,Q02242,ENSMUSG00000026285,Pdcd1,1,0,0
O00264,ENSG00000101856,PGRMC1,O55022,ENSMUSG00000006373,Pgrmc1,1,0,0
O15173,ENSG00000164040,PGRMC2,Q80UU9,ENSMUSG00000049940,Pgrmc2,1,0,0
Q9UKJ0,ENSG00000121716,PILRB,Q2YFS3,ENSMUSG00000046245,Pilra,1,0,0
Q9UKJ0,ENSG00000121716,PILRB,Q2YFS1,ENSMUSG00000066682,Pilrb2,1,0,0
Q9UKJ0,ENSG00000121716,PILRB,Q2YFS2,ENSMUSG00000066684,Pilrb1,1,0,0
Q86WI1,ENSG00000205038,PKHD1L1,Q80ZA4,ENSMUSG00000038725,Pkhd1l1,1,0,0
Q9NZ53,ENSG00000114631,PODXL2,NA,ENSMUSG00000033152,NA,1,0,0
P16471,ENSG00000113494,PRLR,Q08501,ENSMUSG00000005268,Prlr,1,0,0
Q9UNN8,ENSG00000101000,PROCR,Q64695,ENSMUSG00000027611,Procr,1,0,0
Q2VWP7,ENSG00000166450,PRTG,Q2EY15,ENSMUSG00000036030,Prtg,1,0,0
Q13635,ENSG00000185920,PTCH1,Q61115,ENSMUSG00000021466,Ptch1,1,0,0
Q9Y6C5,ENSG00000117425,PTCH2,O35595,ENSMUSG00000028681,Ptch2,1,0,0
Q6ISU1,ENSG00000171611,PTCRA,NA,ENSMUSG00000036858,NA,1,0,0
Q9P2B2,ENSG00000134247,PTGFRN,Q9WV91,ENSMUSG00000027864,Ptgfrn,1,0,0
Q13308,ENSG00000112655,PTK7,Q8BKG3,ENSMUSG00000023972,Ptk7,1,0,0
P23468,ENSG00000153707,PTPRD,Q64487,ENSMUSG00000028399,Ptprd,1,0,0
P10586,ENSG00000142949,PTPRF,A2A8L5,ENSMUSG00000033295,Ptprf,1,0,0
P28827,ENSG00000173482,PTPRM,P28828,ENSMUSG00000033278,Ptprm,1,0,0
Q16827,ENSG00000151490,PTPRO,E9Q612,ENSMUSG00000030223,Ptpro,1,0,0
Q13332,ENSG00000105426,PTPRS,B0V2N1,ENSMUSG00000013236,Ptprs,1,0,0
O14522,ENSG00000196090,PTPRT,Q99M80,ENSMUSG00000053141,Ptprt,1,0,0
Q8TD07,ENSG00000164520,RAET1E,NA,NA,NA,1,0,0
O60894,ENSG00000132329,RAMP1,Q9WTJ5,ENSMUSG00000034353,Ramp1,1,0,0
O60895,ENSG00000131477,RAMP2,Q9WUP0,ENSMUSG00000001240,Ramp2,1,0,0
Q96MS0,ENSG00000154134,ROBO3,NA,ENSMUSG00000032128,NA,1,0,0
Q8WZ75,ENSG00000154133,ROBO4,NA,ENSMUSG00000032125,NA,1,0,0
Q03395,ENSG00000149489,ROM1,P32958,ENSMUSG00000071648,Rom1,1,0,0
Q01973,ENSG00000185483,ROR1,Q9Z139,ENSMUSG00000035305,Ror1,1,0,0
Q96DX8,ENSG00000136514,RTP4,Q9ER80,ENSMUSG00000033355,Rtp4,1,0,0
P21817,ENSG00000196218,RYR1,E9PZQ0,ENSMUSG00000030592,Ryr1,1,0,0
Q92736,ENSG00000198626,RYR2,E9Q401,ENSMUSG00000021313,Ryr2,1,0,0
Q15413,ENSG00000198838,RYR3,A2AGL3,ENSMUSG00000057378,Ryr3,1,0,0
P60903,ENSG00000197747,S100A10,P08207,ENSMUSG00000041959,S100a10,1,0,0
Q14108,ENSG00000138760,SCARB2,O35114,ENSMUSG00000029426,Scarb2,1,0,0
Q14108,ENSG00000138760,SCARB2,O35114,ENSMUSG00000029426,Scarb2,1,0,0
Q14162,ENSG00000276336,SCARF1,NA,NA,NA,1,0,0
Q96GP6,ENSG00000244486,SCARF2,P59222,ENSMUSG00000012017,Scarf2,1,0,0
Q96GP6,ENSG00000244486,SCARF2,P59222,ENSMUSG00000012017,Scarf2,1,0,0
O60939,ENSG00000149575,SCN2B,Q56A07,ENSMUSG00000070304,Scn2b,1,0,0
Q9NY72,ENSG00000166257,SCN3B,Q8BHK2,ENSMUSG00000049281,Scn3b,1,0,0
P14151,ENSG00000188404,SELL,P18337,ENSMUSG00000026581,Sell,1,0,0
P16109,ENSG00000174175,SELP,Q01102,ENSMUSG00000026580,Selp,1,0,0
Q14242,ENSG00000110876,SELPLG,NA,ENSMUSG00000048163,NA,1,0,0
O95754,ENSG00000135622,SEMA4F,Q9Z123,ENSMUSG00000000627,Sema4f,1,0,0
Q13591,ENSG00000112902,SEMA5A,NA,ENSMUSG00000022231,NA,1,0,0
Q9P283,ENSG00000082684,SEMA5B,Q60519,ENSMUSG00000052133,Sema5b,1,0,0
Q6IA17,ENSG00000185187,SIGIRR,Q9JLZ8,ENSMUSG00000025494,Sigirr,1,0,0
Q96RL6,ENSG00000161640,SIGLEC11,NA,ENSMUSG00000030468,NA,1,0,0
Q96PQ1,ENSG00000254521,SIGLEC12,Q91Y57,ENSMUSG00000030474,Siglece,1,0,0
O15389,ENSG00000105501,SIGLEC5,NA,NA,NA,1,0,0
Q9Y286,ENSG00000168995,SIGLEC7,Q91Y57,ENSMUSG00000030474,Siglece,1,0,0
Q9NYZ4,ENSG00000105366,SIGLEC8,Q91Y57,ENSMUSG00000030474,Siglece,1,0,0
Q9Y336,ENSG00000129450,SIGLEC9,Q91Y57,ENSMUSG00000030474,Siglece,1,0,0
Q5JXA9,ENSG00000196209,SIRPB2,NA,NA,NA,1,0,0
Q9P1W8,ENSG00000089012,SIRPG,NA,ENSMUSG00000037902,NA,1,0,0
Q9P1W8,ENSG00000089012,SIRPG,NA,ENSMUSG00000074677,NA,1,0,0
Q9P1W8,ENSG00000089012,SIRPG,NA,ENSMUSG00000095028,NA,1,0,0
Q9P1W8,ENSG00000089012,SIRPG,NA,ENSMUSG00000095788,NA,1,0,0
Q9NQ25,ENSG00000026751,SLAMF7,NA,ENSMUSG00000038179,NA,1,0,0
Q14973,ENSG00000100652,SLC10A1,O08705,ENSMUSG00000021135,Slc10a1,1,0,0
Q13621,ENSG00000074803,SLC12A1,NA,ENSMUSG00000027202,NA,1,0,0
Q8WUM9,ENSG00000144136,SLC20A1,Q61609,ENSMUSG00000027397,Slc20a1,1,0,0
O14745,ENSG00000109062,SLC9A3R1,P70441,ENSMUSG00000020733,Slc9a3r1,0,0,1
Q99835,ENSG00000128602,SMO,P56726,ENSMUSG00000001761,Smo,1,0,0
Q92673,ENSG00000137642,SORL1,O88307,ENSMUSG00000049313,Sorl1,1,0,0
W5XKT8,ENSG00000182310,SPACA6,NA,NA,NA,1,0,0
Q9Y5M8,ENSG00000144867,SRPRB,P47758,ENSMUSG00000032553,Srprb,1,0,0
P43307,ENSG00000124783,SSR1,Q9CY50,ENSMUSG00000021427,Ssr1,1,0,0
P43308,ENSG00000163479,SSR2,Q9CPW5,ENSMUSG00000041355,Ssr2,1,0,0
Q9UNL2,ENSG00000114850,SSR3,Q9DCF9,ENSMUSG00000027828,Ssr3,1,0,0
P51571,ENSG00000180879,SSR4,Q62186,ENSMUSG00000002014,Ssr4,1,0,0
Q9NY15,ENSG00000010327,STAB1,NA,ENSMUSG00000042286,NA,1,0,0
O15533,ENSG00000206281,TAPBP,NA,NA,NA,1,0,0
Q6NXT6,ENSG00000169762,TAPT1,Q4VBD2,ENSMUSG00000046985,Tapt1,1,0,0
B6A8C7,ENSG00000276355,TARM1,NA,NA,NA,1,0,0
Q9P273,ENSG00000218336,TENM3,NA,ENSMUSG00000031561,NA,1,0,0
P10600,ENSG00000119699,TGFB3,NA,ENSMUSG00000021253,NA,1,0,0
P07204,ENSG00000178726,THBD,P15306,ENSMUSG00000074743,Thbd,1,0,0
Q96H15,ENSG00000145850,TIMD4,Q6U7R4,ENSMUSG00000055546,Timd4,1,0,0
Q9BXR5,ENSG00000174123,TLR10,NA,NA,NA,1,0,0
O60603,ENSG00000137462,TLR2,NA,ENSMUSG00000027995,NA,1,0,0
O15455,ENSG00000164342,TLR3,Q99MB1,ENSMUSG00000031639,Tlr3,1,0,0
O60602,ENSG00000187554,TLR5,NA,ENSMUSG00000079164,NA,1,0,0
Q9NYK1,ENSG00000196664,TLR7,P58681,ENSMUSG00000044583,Tlr7,1,0,0
Q9NR97,ENSG00000101916,TLR8,P58682,ENSMUSG00000040522,Tlr8,1,0,0
Q9NR96,ENSG00000239732,TLR9,Q9EQU3,ENSMUSG00000045322,Tlr9,1,0,0
Q8N131,ENSG00000152558,TMEM123,Q91Z22,ENSMUSG00000050912,Tmem123,1,0,0
Q6P7N7,ENSG00000174529,TMEM81,Q9D5K1,ENSMUSG00000048174,Tmem81,1,0,0
Q9HCN3,ENSG00000129925,TMEM8A,Q9ESN3,ENSMUSG00000024180,Tmem8,1,0,0
Q6UXZ0,ENSG00000182271,TMIGD1,Q9D7L8,ENSMUSG00000020839,Tmigd1,1,0,0
O00220,ENSG00000104689,TNFRSF10A,Q9QZM4,ENSMUSG00000022074,Tnfrsf10b,1,0,0
O14763,ENSG00000120889,TNFRSF10B,Q9QZM4,ENSMUSG00000022074,Tnfrsf10b,1,0,0
Q9UBN6,ENSG00000173530,TNFRSF10D,Q9QZM4,ENSMUSG00000022074,Tnfrsf10b,1,0,0
Q9NP84,ENSG00000006327,TNFRSF12A,Q9CR75,ENSMUSG00000023905,Tnfrsf12a,1,0,0
O14836,ENSG00000240505,TNFRSF13B,Q9ET35,ENSMUSG00000010142,Tnfrsf13b,1,0,0
Q96RJ3,ENSG00000159958,TNFRSF13C,Q9D8D0,ENSMUSG00000068105,Tnfrsf13c,1,0,0
Q92956,ENSG00000273936,TNFRSF14,NA,NA,NA,1,0,0
Q9NS68,ENSG00000127863,TNFRSF19,Q9JLL3,ENSMUSG00000060548,Tnfrsf19,1,0,0
P43489,ENSG00000186827,TNFRSF4,NA,ENSMUSG00000029075,NA,1,0,0
Q07011,ENSG00000049249,TNFRSF9,P20334,ENSMUSG00000028965,Tnfrsf9,1,0,0
P50591,ENSG00000121858,TNFSF10,P50592,ENSMUSG00000039304,Tnfsf10,1,0,0
O95150,ENSG00000181634,TNFSF15,NA,ENSMUSG00000050395,NA,1,0,0
P23510,ENSG00000117586,TNFSF4,P43488,ENSMUSG00000026700,Tnfsf4,1,0,0
P32971,ENSG00000106952,TNFSF8,P32972,ENSMUSG00000028362,Tnfsf8,1,0,0
P41273,ENSG00000125657,TNFSF9,P41274,ENSMUSG00000035678,Tnfsf9,1,0,0
Q86W33,ENSG00000163870,TPRA1,Q99MU1,ENSMUSG00000002871,Tpra1,1,0,0
O43914,ENSG00000011600,TYROBP,O54885,ENSMUSG00000030579,Tyrobp,0,0,1
P17643,ENSG00000107165,TYRP1,P07147,ENSMUSG00000005994,Tyrp1,1,0,0
P40126,ENSG00000080166,TYRP2,P29812,ENSMUSG00000022129,Dct,1,0,0
Q8IV45,ENSG00000124602,UNC5CL,NA,ENSMUSG00000043592,NA,1,0,0
O00322,ENSG00000105668,UPK1A,Q9D132,ENSMUSG00000006313,Upk1a,1,0,0
O75841,ENSG00000114638,UPK1B,Q9Z2C6,ENSMUSG00000049436,Upk1b,1,0,0
O75631,ENSG00000100373,UPK3A,Q9JKX8,ENSMUSG00000022435,Upk3a,1,0,0
P19320,ENSG00000162692,VCAM1,P29533,ENSMUSG00000027962,Vcam1,1,0,0
P98155,ENSG00000147852,VLDLR,P98156,ENSMUSG00000024924,Vldlr,1,0,0
Q8N0Z9,ENSG00000176834,VSIG10,D3YX43,ENSMUSG00000066894,Vsig10,1,0,0
Q86VR7,ENSG00000186806,VSIG10L,D3YZF7,ENSMUSG00000070604,Vsig10l,1,0,0
Q96IQ7,ENSG00000019102,VSIG2,Q9Z109,ENSMUSG00000001943,Vsig2,1,0,0
A6NLU5,ENSG00000187135,VSTM2B,Q9JME9,ENSMUSG00000039257,Vstm2b,1,0,0
A8MXK1,ENSG00000214376,VSTM5,Q9D806,ENSMUSG00000031937,Vstm5,1,0,0
P51572,ENSG00000185825,BCAP31,Q61335,ENSMUSG00000002015,Bcap31,1,0,0
P06729,ENSG00000116824,CD2,P08920,ENSMUSG00000027863,Cd2,1,0,0
Q07108,ENSG00000110848,CD69,P37217,ENSMUSG00000030156,Cd69,1,0,0
Q01151,ENSG00000112149,CD83,O88324,ENSMUSG00000015396,Cd83,1,0,0
P40200,ENSG00000153283,CD96,Q3U0X8,ENSMUSG00000022657,Cd96,1,0,0
Q7Z692,ENSG00000186567,CEACAM19,NA,ENSMUSG00000049848,NA,1,0,0
Q3KPI0,ENSG00000278565,CEACAM21,NA,NA,NA,1,0,0
P40198,ENSG00000170956,CEACAM3,NA,ENSMUSG00000003505,NA,1,0,0
P40198,ENSG00000170956,CEACAM3,NA,ENSMUSG00000004540,NA,1,0,0
P40198,ENSG00000170956,CEACAM3,NA,ENSMUSG00000004542,NA,1,0,0
P40198,ENSG00000170956,CEACAM3,NA,ENSMUSG00000007209,NA,1,0,0
P40198,ENSG00000170956,CEACAM3,Q3UKK2,ENSMUSG00000008789,Ceacam5,1,0,0
P40198,ENSG00000170956,CEACAM3,NA,ENSMUSG00000023159,NA,1,0,0
P40198,ENSG00000170956,CEACAM3,NA,ENSMUSG00000023185,NA,1,0,0
P40198,ENSG00000170956,CEACAM3,NA,ENSMUSG00000030366,NA,1,0,0
P40198,ENSG00000170956,CEACAM3,NA,ENSMUSG00000030368,NA,1,0,0
