"","protein_uniprot","ensembl","gene_name"
"27483","Q86VV8","ENSG00000176225","RTTN"
"27484","Q8N292","ENSG00000175857","GAPT"
"27487","P01037","ENSG00000170373","CST1"
"27489","Q8NCC3","ENSG00000103066","PLA2G15"
"27492","Q14247","ENSG00000085733","CTTN"
"27493","Q96MK2","ENSG00000042062","FAM65C"
"27494","Q9H239","ENSG00000271447","MMP28"
"27495","Q5W0B1","ENSG00000152193","RNF219"
"27496","Q16619","ENSG00000150281","CTF1"
"27500","Q6WN34","ENSG00000054938","CHRDL2"
"27503","P48443","ENSG00000143171","RXRG"
"27504","Q9UKV0","ENSG00000048052","HDAC9"
"27505","O15467","ENSG00000275152","CCL16"
"27506","Q5TDP6","ENSG00000146166","LGSN"
"27508","O60568","ENSG00000106397","PLOD3"
"27510","P58166","ENSG00000139269","INHBE"
"27511","P0DH78","ENSG00000233198","RNF224"
"27512","P50443","ENSG00000155850","SLC26A2"
"27515","Q6PF15","ENSG00000149243","KLHL35"
"27516","Q9Y5X0","ENSG00000086300","SNX10"
"27517","Q49MI3","ENSG00000188452","CERKL"
"27519","Q99856","ENSG00000116017","ARID3A"
"27522","Q9NRU3","ENSG00000119946","CNNM1"
"27523","P11309","ENSG00000137193","PIM1"
"27524","O95864","ENSG00000134824","FADS2"
"27525","Q0WX57","ENSG00000230430","USP17L25"
"27527","Q9HCJ2","ENSG00000148948","LRRC4C"
"27528","Q9NRW3","ENSG00000244509","APOBEC3C"
"27530","Q9BVX2","ENSG00000134291","TMEM106C"
"27532","P33241","ENSG00000130592","LSP1"
"27534","Q13596","ENSG00000028528","SNX1"
"27535","O75626","ENSG00000057657","PRDM1"
"27537","Q9H0K4","ENSG00000104941","RSPH6A"
"27538","Q05066","ENSG00000184895","SRY"
"27539","A6NET4","ENSG00000206536","OR5K3"
"27543","Q9C019","ENSG00000235259","TRIM15"
"27545","Q96GE5","ENSG00000196466","ZNF799"
"27548","P02747","ENSG00000159189","C1QC"
"27550","Q6UWW9","ENSG00000198398","TMEM207"
"27551","Q8NHS2","ENSG00000169154","GOT1L1"
"27552","O95867","ENSG00000228250","LY6G6C"
"27553","Q99829","ENSG00000214078","CPNE1"
"27554","Q9H9R9","ENSG00000003249","DBNDD1"
"27556","O94808","ENSG00000131459","GFPT2"
"27558","P10242","ENSG00000118513","MYB"
"27559","O43147","ENSG00000141258","SGSM2"
"27566","P01375","ENSG00000206439","TNF"
"27567","Q2T9L4","ENSG00000205363","C15orf59"
"27568","Q13608","ENSG00000124587","PEX6"
"27569","P60409","ENSG00000272804","KRTAP10-7"
"27571","P98155","ENSG00000147852","VLDLR"
"27574","Q9NR83","ENSG00000125520","SLC2A4RG"
"27576","Q4VC12","ENSG00000166343","MSS51"
"27577","Q6PJQ5","ENSG00000189299","FOXR2"
"27578","Q8IWU2","ENSG00000164715","LMTK2"
"27579","Q8IYU8","ENSG00000165487","MICU2"
"27580","Q9BYQ7","ENSG00000198443","KRTAP4-1"
"27581","Q6ZN32","ENSG00000253831","ETV3L"
"27583","Q9BVK2","ENSG00000159063","ALG8"
"27585","Q8TDM0","ENSG00000124243","BCAS4"
"27586","Q6MZM0","ENSG00000181333","HEPHL1"
"27587","Q8IW19","ENSG00000169621","APLF"
"27588","Q8IVB4","ENSG00000181804","SLC9A9"
"27589","P07996","ENSG00000137801","THBS1"
"27592","Q9Y692","ENSG00000162419","GMEB1"
"27593","Q9P0K9","ENSG00000260230","FRRS1L"
"27594","Q9UIG4","ENSG00000206459","PSORS1C2"
"27598","P26440","ENSG00000128928","IVD"
"27600","Q9HAP2","ENSG00000175727","MLXIP"
"27601","Q5T6X5","ENSG00000173612","GPRC6A"
"27603","Q9Y264","ENSG00000101280","ANGPT4"
"27604","Q496H8","ENSG00000188038","NRN1L"
"27605","O43679","ENSG00000169744","LDB2"
"27607","Q13418","ENSG00000166333","ILK"
"27608","Q8NGY1","ENSG00000198967","OR10Z1"
"27610","O75143","ENSG00000175224","ATG13"
"27611","Q13164","ENSG00000166484","MAPK7"
"27612","P53041","ENSG00000011485","PPP5C"
"27613","Q6ZUM4","ENSG00000276907","ARHGAP27"
"27614","P49683","ENSG00000119973","PRLHR"
"27615","Q12891","ENSG00000068001","HYAL2"
"27617","Q5MAI5","ENSG00000205111","CDKL4"
"27618","Q8TCE6","ENSG00000119979","FAM45A"
"27619","P24530","ENSG00000136160","EDNRB"
"27620","Q9HAR2","ENSG00000150471","ADGRL3"
"27622","Q8IWF6","ENSG00000174839","DENND6A"
"27623","Q9Y6F7","ENSG00000129873","CDY2B"
"27628","P48668","ENSG00000170465","KRT6C"
"27629","Q9H324","ENSG00000142303","ADAMTS10"
"27632","Q9HCU0","ENSG00000174807","CD248"
"27633","P32780","ENSG00000110768","GTF2H1"
"27634","Q15109","ENSG00000230514","AGER"
"27635","Q8N5H3","ENSG00000176973","FAM89B"
"27636","Q5SNT2","ENSG00000188807","TMEM201"
"27637","P50402","ENSG00000102119","EMD"
"27639","Q92546","ENSG00000107185","RGP1"
"27642","P33778","ENSG00000276410","HIST1H2BB"
"27643","Q86UP3","ENSG00000091656","ZFHX4"
"27644","Q96SI9","ENSG00000165209","STRBP"
"27646","O15539","ENSG00000143248","RGS5"
"27649","P14618","ENSG00000067225","PKM"
"27650","P05141","ENSG00000005022","SLC25A5"
"27652","Q2M2D7","ENSG00000189375","TBC1D28"
"27654","A6QL64","ENSG00000135976","ANKRD36"
"27656","Q9NYA4","ENSG00000108389","MTMR4"
"27657","Q99704","ENSG00000115325","DOK1"
"27659","Q92688","ENSG00000136938","ANP32B"
"27661","E9PIF3","ENSG00000254852","NPIPA2"
"27665","Q5SSQ6","ENSG00000237918","SAPCD1"
"27666","Q9ULD0","ENSG00000197444","OGDHL"
"27667","Q5GH72","ENSG00000260903","XKR7"
"27669","P59910","ENSG00000187726","DNAJB13"
"27670","P23443","ENSG00000108443","RPS6KB1"
"27671","Q07065","ENSG00000136026","CKAP4"
"27674","P06681","ENSG00000235696","C2"
"27675","P61224","ENSG00000127314","RAP1B"
"27677","Q8N5S9","ENSG00000004660","CAMKK1"
"27678","Q00688","ENSG00000100442","FKBP3"
"27679","Q03519","ENSG00000232326","TAP2"
"27680","O76013","ENSG00000126337","KRT36"
"27682","E9PKD4","ENSG00000183793","NPIPA5"
"27683","Q8TD86","ENSG00000169885","CALML6"
"27687","O96017","ENSG00000183765","CHEK2"
"27689","Q8N130","ENSG00000198569","SLC34A3"
"27690","Q8IV50","ENSG00000140280","LYSMD2"
"27693","P57737","ENSG00000282725","CORO7"
"27694","Q8TDX9","ENSG00000158683","PKD1L1"
"27697","Q9NQW5","ENSG00000126856","PRDM7"
"27699","Q96S16","ENSG00000161999","JMJD8"
"27700","O43766","ENSG00000121897","LIAS"
"27701","A2RUR9","ENSG00000170160","CCDC144A"
"27702","P35410","ENSG00000233141","MAS1L"
"27703","Q5IJ48","ENSG00000148204","CRB2"
"27704","Q5VXI9","ENSG00000204020","LIPN"
"27706","Q6N043","ENSG00000137871","ZNF280D"
"27707","Q96JP5","ENSG00000186660","ZFP91"
"27708","Q8NHU0","ENSG00000269096","CT45A3"
"27710","Q8N5H7","ENSG00000095370","SH2D3C"
"27711","Q16653","ENSG00000137345","MOG"
"27712","Q9P212","ENSG00000138193","PLCE1"
"27714","Q9NPI6","ENSG00000272886","DCP1A"
"27716","Q14055","ENSG00000049089","COL9A2"
"27722","Q86YF9","ENSG00000134874","DZIP1"
"27723","Q8NF99","ENSG00000186812","ZNF397"
"27724","P46013","ENSG00000148773","MKI67"
"27726","Q8N5F7","ENSG00000101882","NKAP"
"27732","Q99608","ENSG00000182636","NDN"
"27733","Q9HCJ0","ENSG00000078687","TNRC6C"
"27735","Q5T749","ENSG00000203786","KPRP"
"27736","P02649","ENSG00000130203","APOE"
"27737","Q8NEH6","ENSG00000138587","MNS1"
"27739","O60927","ENSG00000237403","PPP1R11"
"27740","P62937","ENSG00000196262","PPIA"
"27741","Q8N4U5","ENSG00000166046","TCP11L2"
"27742","Q92841","ENSG00000100201","DDX17"
"27744","Q6L8G8","ENSG00000244411","KRTAP5-7"
"27745","Q9NP74","ENSG00000099260","PALMD"
"27746","Q52LC2","ENSG00000205464","ATP6AP1L"
"27749","Q32Q52","ENSG00000214215","C12orf74"
"27751","P49901","ENSG00000163206","SMCP"
"27753","Q96FV2","ENSG00000141295","SCRN2"
"27754","Q9UHG0","ENSG00000146038","DCDC2"
"27755","Q6P1K8","ENSG00000274675","GTF2H2C_2"
"27759","Q9BYR7","ENSG00000263296","KRTAP3-2"
"27760","O43432","ENSG00000075151","EIF4G3"
"27761","Q13255","ENSG00000152822","GRM1"
"27762","Q8WW35","ENSG00000213123","TCTEX1D2"
"27763","Q9UHD0","ENSG00000142224","IL19"
"27764","Q86WI1","ENSG00000205038","PKHD1L1"
"27765","Q8NH00","ENSG00000274870","OR2T4"
"27768","Q969T3","ENSG00000124104","SNX21"
"27769","P20700","ENSG00000113368","LMNB1"
"27771","Q9P2W3","ENSG00000127588","GNG13"
"27772","O15047","ENSG00000099381","SETD1A"
"27773","A6NI87","ENSG00000204659","CBY3"
"27777","Q13620","ENSG00000158290","CUL4B"
"27778","Q8IWA4","ENSG00000171109","MFN1"
"27779","Q7L5Y1","ENSG00000132199","ENOSF1"
"27780","Q9GZU5","ENSG00000188937","NYX"
"27781","Q9UNL2","ENSG00000114850","SSR3"
"27784","Q15361","ENSG00000125482","TTF1"
"27785","Q4V328","ENSG00000068400","GRIPAP1"
"27787","O00755","ENSG00000154764","WNT7A"
"27788","Q15722","ENSG00000213903","LTB4R"
"27790","C9JSJ3","ENSG00000237452","BHMG1"
"27795","Q86W34","ENSG00000196704","AMZ2"
"27797","Q9NQH7","ENSG00000196236","XPNPEP3"
"27798","A6NFA0","ENSG00000187791","FAM205C"
"27800","O00453","ENSG00000235915","LST1"
"27803","Q32M78","ENSG00000196110","ZNF699"
"27805","A5YM69","ENSG00000213214","ARHGEF35"
"27808","O75752","ENSG00000169255","B3GALNT1"
"27809","A1A4F0","ENSG00000174899","PQLC2L"
"27810","O75935","ENSG00000137100","DCTN3"
"27812","Q53HI1","ENSG00000115446","UNC50"
"27813","A6NH57","ENSG00000141748","ARL5C"
"27818","Q9UK10","ENSG00000256294","ZNF225"
"27822","O75764","ENSG00000204219","TCEA3"
"27825","Q8NH69","ENSG00000187612","OR5W2"
"27827","Q9UHI7","ENSG00000170482","SLC23A1"
"27829","P0DI81","ENSG00000196459","TRAPPC2"
"27830","P13942","ENSG00000235708","COL11A2"
"27832","P62834","ENSG00000116473","RAP1A"
"27834","P13765","ENSG00000243612","HLA-DOB"
"27836","P48058","ENSG00000152578","GRIA4"
"27837","Q7RTR8","ENSG00000186136","TAS2R42"
"27840","Q8IUG5","ENSG00000133454","MYO18B"
"27841","Q5T681","ENSG00000203942","C10orf62"
"27842","Q9Y5F7","ENSG00000242419","PCDHGC4"
"27845","Q9BXY5","ENSG00000180881","CAPS2"
"27846","Q9UMD9","ENSG00000065618","COL17A1"
"27847","Q9UIK4","ENSG00000035664","DAPK2"
"27848","Q9UKB5","ENSG00000196581","AJAP1"
"27849","P09769","ENSG00000000938","FGR"
"27850","Q9NSC2","ENSG00000103449","SALL1"
"27851","P98164","ENSG00000081479","LRP2"
"27852","P31948","ENSG00000168439","STIP1"
"27855","Q9NX46","ENSG00000116863","ADPRHL2"
"27857","P47872","ENSG00000080293","SCTR"
"27859","Q6L8H2","ENSG00000196224","KRTAP5-3"
"27863","Q9UIR0","ENSG00000204290","BTNL2"
"27867","Q96SJ8","ENSG00000157570","TSPAN18"
"27868","Q8WXR4","ENSG00000071909","MYO3B"
"27869","O60684","ENSG00000025800","KPNA6"
"27870","Q9UPP2","ENSG00000120645","IQSEC3"
"27871","A6NH52","ENSG00000166676","TVP23A"
"27874","Q6P2I7","ENSG00000255423","EBLN2"
"27875","Q14004","ENSG00000065883","CDK13"
"27876","Q6ZRP7","ENSG00000165661","QSOX2"
"27879","P43235","ENSG00000143387","CTSK"
"27881","Q9HAH7","ENSG00000156860","FBRS"
"27882","P36888","ENSG00000122025","FLT3"
"27884","Q9H0W7","ENSG00000173451","THAP2"
"27887","Q9ULT0","ENSG00000068724","TTC7A"
"27888","O95445","ENSG00000206409","APOM"
"27889","P0C7L1","ENSG00000229453","SPINK8"
"27890","F8WCM5","ENSG00000129965","INS-IGF2"
"27893","Q99707","ENSG00000116984","MTR"
"27894","O60870","ENSG00000151657","KIN"
"27895","Q9UJ71","ENSG00000116031","CD207"
"27896","Q9H425","ENSG00000119280","C1orf198"
"27898","Q9NP59","ENSG00000138449","SLC40A1"
"27900","P16562","ENSG00000124490","CRISP2"
"27902","Q6GPI1","ENSG00000168928","CTRB2"
"27904","P07902","ENSG00000213930","GALT"
"27906","Q9Y2K6","ENSG00000136878","USP20"
"27907","Q7Z769","ENSG00000175782","SLC35E3"
"27909","Q6UXP7","ENSG00000152380","FAM151B"
"27910","Q9H3D4","ENSG00000073282","TP63"
"27912","Q9BTX1","ENSG00000058804","NDC1"
"27915","Q96PS8","ENSG00000143595","AQP10"
"27917","Q9BYR9","ENSG00000213417","KRTAP2-4"
"27918","Q16531","ENSG00000167986","DDB1"
"27919","Q8N2E2","ENSG00000146530","VWDE"
"27920","Q15596","ENSG00000140396","NCOA2"
"27921","Q14019","ENSG00000103187","COTL1"
"27923","Q7Z4H3","ENSG00000111906","HDDC2"
"27927","Q92730","ENSG00000172602","RND1"
"27930","Q8NG57","ENSG00000183791","TCEB3C"
"27931","O75159","ENSG00000171150","SOCS5"
"27933","O95373","ENSG00000205339","IPO7"
"27937","Q01970","ENSG00000149782","PLCB3"
"27938","P52737","ENSG00000196646","ZNF136"
"27940","Q13426","ENSG00000152422","XRCC4"
"27941","Q86XK7","ENSG00000101842","VSIG1"
"27943","O43670","ENSG00000010244","ZNF207"
"27946","Q92737","ENSG00000100276","RASL10A"
"27947","Q8NHV4","ENSG00000139350","NEDD1"
"27948","Q9P203","ENSG00000011114","BTBD7"
"27949","Q9BPZ3","ENSG00000120727","PAIP2"
"27950","P79522","ENSG00000204576","PRR3"
"27951","Q9Y5C1","ENSG00000132855","ANGPTL3"
"27952","Q8IY51","ENSG00000169989","TIGD4"
"27956","O95239","ENSG00000090889","KIF4A"
"27959","Q96J94","ENSG00000275051","PIWIL1"
"27960","Q8IVU1","ENSG00000174498","IGDCC3"
"27961","Q9NWU1","ENSG00000151093","OXSM"
"27962","Q9GZM7","ENSG00000142910","TINAGL1"
"27965","Q5VXU3","ENSG00000204116","CHIC1"
"27967","Q9BTE7","ENSG00000137692","DCUN1D5"
"27968","Q9NVL8","ENSG00000100557","C14orf105"
"27969","Q99819","ENSG00000242173","ARHGDIG"
"27970","Q9H9E1","ENSG00000164331","ANKRA2"
"27971","Q05586","ENSG00000176884","GRIN1"
"27972","P50607","ENSG00000166402","TUB"
"27977","Q8WYP3","ENSG00000132669","RIN2"
"27978","Q6PJE2","ENSG00000146707","POMZP3"
"27980","O94900","ENSG00000198846","TOX"
"27982","Q9UJU5","ENSG00000187140","FOXD3"
"27984","Q9NZR1","ENSG00000128872","TMOD2"
"27985","O94805","ENSG00000077080","ACTL6B"
"27987","Q9BSK2","ENSG00000171612","SLC25A33"
"27988","Q9NZJ9","ENSG00000173598","NUDT4"
"27990","P02750","ENSG00000171236","LRG1"
"27992","P07477","ENSG00000204983","PRSS1"
"27995","P30490","ENSG00000232126","HLA-B"
"27996","P30488","ENSG00000232126","HLA-B"
"27997","P30484","ENSG00000232126","HLA-B"
"27998","P30483","ENSG00000232126","HLA-B"
"27999","P30464","ENSG00000232126","HLA-B"
"28001","Q969W1","ENSG00000171307","ZDHHC16"
"28003","Q9H0W9","ENSG00000182919","C11orf54"
"28004","O14770","ENSG00000134138","MEIS2"
"28005","Q8TD84","ENSG00000177103","DSCAML1"
"28006","P14780","ENSG00000100985","MMP9"
"28007","Q9BXJ4","ENSG00000082196","C1QTNF3"
"28009","P24071","ENSG00000275564","FCAR"
"28011","Q9Y6A2","ENSG00000036530","CYP46A1"
"28012","Q9UPR5","ENSG00000118160","SLC8A2"
"28014","P17482","ENSG00000170689","HOXB9"
"28015","Q13085","ENSG00000275176","ACACA"
"28016","Q6ZMU5","ENSG00000177238","TRIM72"
"28018","P05013","ENSG00000120235","IFNA6"
"28021","Q7Z460","ENSG00000074054","CLASP1"
"28023","P01562","ENSG00000233816","IFNA13"
"28024","P23142","ENSG00000077942","FBLN1"
"28025","Q8IXX5","ENSG00000163444","TMEM183A"
"28026","Q92752","ENSG00000116147","TNR"
"28028","Q8NHH9","ENSG00000119787","ATL2"
"28032","Q8IYJ0","ENSG00000139200","PIANP"
"28036","P47881","ENSG00000180090","OR3A1"
"28037","O60447","ENSG00000067208","EVI5"
"28039","Q9H1Z4","ENSG00000101940","WDR13"
"28041","Q9P0J0","ENSG00000186010","NDUFA13"
"28042","Q6P087","ENSG00000156990","RPUSD3"
"28045","Q14684","ENSG00000160208","RRP1B"
"28046","P01563","ENSG00000188379","IFNA2"
"28047","Q9BQT9","ENSG00000139182","CLSTN3"
"28048","Q13387","ENSG00000008735","MAPK8IP2"
"28049","Q70Z35","ENSG00000046889","PREX2"
"28050","Q8NDH6","ENSG00000163596","ICA1L"
"28052","Q96H86","ENSG00000169951","ZNF764"
"28054","Q3MIR4","ENSG00000182107","TMEM30B"
"28055","P09629","ENSG00000260027","HOXB7"
"28056","P20472","ENSG00000100362","PVALB"
"28057","Q9NYW1","ENSG00000273713","TAS2R9"
"28058","Q8WXC6","ENSG00000172428","COPS9"
"28059","Q9UMS5","ENSG00000116793","PHTF1"
"28062","P40616","ENSG00000120805","ARL1"
"28066","Q9BTD3","ENSG00000184986","TMEM121"
"28067","P57773","ENSG00000131233","GJA9"
"28068","P30740","ENSG00000021355","SERPINB1"
"28069","P09132","ENSG00000153037","SRP19"
"28071","Q01668","ENSG00000157388","CACNA1D"
"28072","P50148","ENSG00000156052","GNAQ"
"28073","Q99944","ENSG00000241404","EGFL8"
"28075","Q86UF1","ENSG00000158457","TSPAN33"
"28077","Q9Y330","ENSG00000234852","ZBTB12"
"28079","Q86TG1","ENSG00000168890","TMEM150A"
"28080","P55073","ENSG00000197406","DIO3"
"28081","Q9BVV7","ENSG00000075336","TIMM21"
"28082","Q8WXK1","ENSG00000146809","ASB15"
"28085","Q9Y3N9","ENSG00000234101","OR2W1"
"28086","P14625","ENSG00000166598","HSP90B1"
"28087","O95754","ENSG00000135622","SEMA4F"
"28089","O75951","ENSG00000275722","LYZL6"
"28090","Q16322","ENSG00000143105","KCNA10"
"28091","Q9NR82","ENSG00000185760","KCNQ5"
"28094","P28062","ENSG00000204264","PSMB8"
"28095","P24071","ENSG00000274580","FCAR"
"28096","Q9UHG2","ENSG00000102109","PCSK1N"
"28098","Q9BTK6","ENSG00000280789","PAGR1"
"28099","A6NMD2","ENSG00000179938","GOLGA8J"
"28100","Q8TEA1","ENSG00000241058","NSUN6"
"28104","O95302","ENSG00000122642","FKBP9"
"28105","Q155Q3","ENSG00000150764","DIXDC1"
"28106","P49841","ENSG00000082701","GSK3B"
"28107","Q9P267","ENSG00000204406","MBD5"
"28110","P43628","ENSG00000275623","KIR2DL3"
"28111","P47869","ENSG00000151834","GABRA2"
"28113","Q76NI1","ENSG00000171798","KNDC1"
"28114","Q8N0Z6","ENSG00000136319","TTC5"
"28115","Q7Z692","ENSG00000186567","CEACAM19"
"28116","Q16181","ENSG00000122545","SEPT7"
"28120","Q9UHN1","ENSG00000256525","POLG2"
"28122","Q8N5I4","ENSG00000169084","DHRSX"
"28125","Q96DY2","ENSG00000166578","IQCD"
"28129","O60239","ENSG00000131370","SH3BP5"
"28130","P02771","ENSG00000081051","AFP"
"28131","Q8WVM8","ENSG00000092108","SCFD1"
"28132","Q8NGJ5","ENSG00000176798","OR51L1"
"28137","Q9BQI9","ENSG00000053702","NRIP2"
"28140","P21283","ENSG00000155097","ATP6V1C1"
"28143","Q8NFZ0","ENSG00000134452","FBXO18"
"28144","Q5U5Q3","ENSG00000176624","MEX3C"
"28146","Q8N1G2","ENSG00000137200","CMTR1"
"28148","Q9NZA1","ENSG00000112782","CLIC5"
"28150","P11055","ENSG00000109063","MYH3"
"28151","Q9BZE7","ENSG00000128346","C22orf23"
"28152","Q969F0","ENSG00000147378","FATE1"
"28153","Q9NVR7","ENSG00000113838","TBCCD1"
"28157","Q8NFN8","ENSG00000175697","GPR156"
"28159","Q96IG2","ENSG00000108306","FBXL20"
"28161","Q6ZNB5","ENSG00000254469","RP11-849H4.2"
"28162","Q9HBW1","ENSG00000128594","LRRC4"
"28164","Q9H7T0","ENSG00000133962","CATSPERB"
"28166","Q6UWP2","ENSG00000275397","DHRS11"
"28167","P52565","ENSG00000141522","ARHGDIA"
"28171","Q9P2H0","ENSG00000110318","CEP126"
"28173","Q99814","ENSG00000116016","EPAS1"
"28174","P12955","ENSG00000124299","PEPD"
"28175","Q9NYP7","ENSG00000012660","ELOVL5"
"28176","O00214","ENSG00000116977","LGALS8"
"28177","Q96EL2","ENSG00000062582","MRPS24"
"28178","Q6P387","ENSG00000166455","C16orf46"
"28180","P47914","ENSG00000162244","RPL29"
"28181","Q96QK8","ENSG00000163683","SMIM14"
"28186","Q9NVL1","ENSG00000158483","FAM86C1"
"28188","P13747","ENSG00000233904","HLA-E"
"28191","Q9NZS9","ENSG00000103429","BFAR"
"28192","O75973","ENSG00000131094","C1QL1"
"28194","Q9HBA0","ENSG00000111199","TRPV4"
"28195","Q9H2T7","ENSG00000204764","RANBP17"
"28197","P0C869","ENSG00000243708","PLA2G4B"
"28198","Q8TF05","ENSG00000154845","PPP4R1"
"28199","O43290","ENSG00000175467","SART1"
"28203","O95278","ENSG00000112425","EPM2A"
"28204","Q2TAL6","ENSG00000188730","VWC2"
"28205","P16219","ENSG00000122971","ACADS"
"28211","A0A096LP55","ENSG00000233954","UQCRHL"
"28212","Q9BQY6","ENSG00000243543","WFDC6"
"28213","Q9UL41","ENSG00000183837","PNMA3"
"28215","Q6ZPD8","ENSG00000184210","DGAT2L6"
"28217","Q9HBE4","ENSG00000138684","IL21"
"28218","Q9BYQ3","ENSG00000262749","KRTAP9-3"
"28219","P35504","ENSG00000240224","UGT1A5"
"28220","P48061","ENSG00000107562","CXCL12"
"28222","Q5TH69","ENSG00000112379","ARFGEF3"
"28223","Q9C0D5","ENSG00000115183","TANC1"
"28224","Q01814","ENSG00000157087","ATP2B2"
"28225","Q7RTU9","ENSG00000242866","STRC"
"28226","Q9BVT8","ENSG00000164897","TMUB1"
"28228","Q14789","ENSG00000173230","GOLGB1"
"28229","A6NKU9","ENSG00000214300","SPDYE3"
"28230","Q13275","ENSG00000001617","SEMA3F"
"28231","Q16538","ENSG00000250510","GPR162"
"28234","Q96L08","ENSG00000157303","SUSD3"
"28236","P62837","ENSG00000131508","UBE2D2"
"28237","Q6ISU1","ENSG00000171611","PTCRA"
"28238","P35858","ENSG00000099769","IGFALS"
"28241","Q7Z5Q1","ENSG00000137449","CPEB2"
"28245","Q6IQ23","ENSG00000166689","PLEKHA7"
"28250","Q9BZJ0","ENSG00000101343","CRNKL1"
"28251","Q66PJ3","ENSG00000182196","ARL6IP4"
"28257","Q8N9K5","ENSG00000196357","ZNF565"
"28258","Q15906","ENSG00000163159","VPS72"
"28259","Q7Z412","ENSG00000215193","PEX26"
"28261","Q6NSJ5","ENSG00000171017","LRRC8E"
"28262","A4D1B5","ENSG00000186088","GSAP"
"28263","Q9UHN6","ENSG00000135048","TMEM2"
"28265","Q8N8L2","ENSG00000177599","ZNF491"
"28268","O95561","ENSG00000180999","C1orf105"
"28269","P14373","ENSG00000237071","TRIM27"
"28271","Q9ULQ0","ENSG00000128578","STRIP2"
"28274","Q9UMW8","ENSG00000184979","USP18"
"28275","Q9NP70","ENSG00000178522","AMBN"
"28279","P30520","ENSG00000035687","ADSS"
"28280","P15529","ENSG00000117335","CD46"
"28281","Q9BQS7","ENSG00000089472","HEPH"
"28282","Q15620","ENSG00000197125","OR8B8"
"28283","Q8IXQ3","ENSG00000135045","C9orf40"
"28285","Q8N0W4","ENSG00000146938","NLGN4X"
"28288","P23434","ENSG00000140905","GCSH"
"28291","Q6UXC1","ENSG00000177943","MAMDC4"
"28292","P30519","ENSG00000277424","HMOX2"
"28293","Q96K78","ENSG00000144820","ADGRG7"
"28294","O60318","ENSG00000160294","MCM3AP"
"28295","Q9H1C3","ENSG00000120820","GLT8D2"
"28296","P37268","ENSG00000079459","FDFT1"
"28297","O14818","ENSG00000101182","PSMA7"
"28301","P60022","ENSG00000164825","DEFB1"
"28306","P49639","ENSG00000105991","HOXA1"
"28307","P12081","ENSG00000170445","HARS"
"28309","Q69YN2","ENSG00000095485","CWF19L1"
"28310","Q6UWH6","ENSG00000144043","TEX261"
"28313","Q29980","ENSG00000234218","MICB"
"28314","Q5T4F7","ENSG00000120057","SFRP5"
"28315","Q9BZY9","ENSG00000204616","TRIM31"
"28317","Q8TEF2","ENSG00000214688","C10orf105"
"28321","Q5SQN1","ENSG00000143740","SNAP47"
"28323","O95461","ENSG00000133424","LARGE1"
"28325","P07357","ENSG00000157131","C8A"
"28326","Q96EV8","ENSG00000047579","DTNBP1"
"28328","Q8N4T0","ENSG00000165078","CPA6"
"28329","Q5TKA1","ENSG00000183814","LIN9"
"28330","Q13634","ENSG00000145526","CDH18"
"28333","Q9BTV6","ENSG00000148399","DPH7"
"28335","P16619","ENSG00000277796","CCL3L1"
"28338","P56556","ENSG00000273397","NDUFA6"
"28339","Q96EB6","ENSG00000096717","SIRT1"
"28340","Q8N4N3","ENSG00000135686","KLHL36"
"28341","P46777","ENSG00000122406","RPL5"
"28342","Q9BU79","ENSG00000135185","TMEM243"
"28343","P00747","ENSG00000122194","PLG"
"28346","Q8TD31","ENSG00000234114","CCHCR1"
"28348","Q5W0A0","ENSG00000165837","ERICH6B"
"28352","Q9Y3I1","ENSG00000100225","FBXO7"
"28354","Q5JS13","ENSG00000136828","RALGPS1"
"28356","Q5VVC0","ENSG00000203910","C1orf146"
"28359","Q9Y3R0","ENSG00000155974","GRIP1"
"28364","Q5JR12","ENSG00000155367","PPM1J"
"28365","O15016","ENSG00000166436","TRIM66"
"28366","A5PLN7","ENSG00000109794","FAM149A"
