target,target_id,target_gene_symbol,target_uniprot,target_ligand,target_ligand_id,target_ligand_gene_symbol,target_ligand_uniprot,target_ligand_pubchem_sid,target_species,ligand,ligand_id,ligand_gene_symbol,ligand_species,ligand_pubchem_sid,type,action,action_comment,endogenous,primary_target,concentration_range,affinity_units,affinity_high,affinity_median,affinity_low,original_affinity_units,original_affinity_low_nm,original_affinity_median_nm,original_affinity_high_nm,original_affinity_relation,assay_description,receptor_site,ligand_context,pubmed_id
pyruvate dehydrogenase kinase 1,2915,PDK1,Q15118,,,,,,Human,VER-246608,9350,,,328083452,Inhibitor,Inhibition,"",f,f,"",pIC50,,7.46000003814697,,IC50,,35,,=,<i>In vitro</i> functional assay,"","",25404640
pyruvate dehydrogenase kinase 2,2142,PDK2,Q15119,,,,,,Human,AZD7545,9362,,,328083464,Inhibitor,Inhibition,"",f,f,"",pIC50,,8.1899995803833,,IC50,,6.40000009536743,,=,In a biochemical enzyme assay,"","",14641019
pyruvate dehydrogenase kinase 2,2142,PDK2,Q15119,,,,,,Human,VER-246608,9350,,,328083452,Inhibitor,Inhibition,"",f,f,"",pIC50,,7.07999992370605,,IC50,,84,,=,<i>In vitro</i> functional assay,"","",25404640
pyruvate dehydrogenase kinase 3,2143,PDK3,Q15120,,,,,,Human,VER-246608,9350,,,328083452,Inhibitor,Inhibition,"",f,f,"",pIC50,,7.40000009536743,,IC50,,40,,=,<i>In vitro</i> functional assay,"","",25404640
pyruvate dehydrogenase kinase 4,2144,PDK4,Q16654,,,,,,Human,VER-246608,9350,,,328083452,Inhibitor,Inhibition,"",f,f,"",pIC50,,7.03999996185303,,IC50,,91,,=,<i>In vitro</i> functional assay,"","",25404640
pyruvate kinase M1/2,3006,PKM,P14618,,,,,,Human,DMAMCL,9936,,,363894230,Activator,Activation,"",f,t,"",-,,,,-,,,,=,Direct target binding has been shown by binding of a biotinylated version of the parent molecule MCL to recombinant hPKM2 <i>in vitro</i>.,"","",29641204
QRFP receptor,333,QRFPR,Q96P65,,,,,,Human,LV-2172,9442,,,329968382,Agonist,Agonist,"",f,f,"",pEC50,,6.78999996185303,,EC50,,164,,=,"","","",22800498
QRFP receptor,333,Qrfpr,P83861,,,,,,Mouse,QRFP26,5896,Qrfp,Mouse,178102519,Agonist,Full agonist,"",t,,"",pEC50,,8.22,,EC50,,6,,=,"","","",12714592
QRFP receptor,333,QRFPR,Q96P65,,,,,,Human,QRFP26,5895,QRFP,Human,178102518,Agonist,Full agonist,"",t,f,"",pEC50,,8.14999961853027,,EC50,,7,,=,"","","",12714592|14657341
QRFP receptor,333,QRFPR,Q96P65,,,,,,Human,QRFP43,3665,QRFP,Human,135651879,Agonist,Full agonist,"",t,,"",pEC50,8.57,,6.9,EC50,,2.7,,=,"","","",16500002|23396314
QRFP receptor,333,QRFPR,Q96P65,,,,,,Human,QRFP43,3713,Qrfp,Rat,135651878,Agonist,Full agonist,"",f,,"",pEC50,,7.64,,EC50,,23,,=,"","","",16648250
QRFP receptor,333,Qrfpr,P83861,,,,,,Mouse,QRFP43,3713,Qrfp,Rat,135651878,Agonist,Full agonist,This range compares the A and B isoforms of mouse Qrfpr.,f,,"",pEC50,7.2,,7.04,EC50,91,,63,=,"","","",16648250
QRFP receptor,333,Qrfpr,P83861,,,,,,Mouse,QRFP43,3712,Qrfp,Mouse,135651877,Agonist,Full agonist,This range compares the A and B isoforms of mouse Qrfpr.,t,,"",pEC50,7.15,,6.71,EC50,194,,70,=,"","","",16648250
QRFP receptor,333,Qrfpr,P83861,,,,,,Mouse,QRFP43,3665,QRFP,Human,135651879,Agonist,Full agonist,This range compares the A and B isoforms of mouse Qrfpr.,f,,"",pEC50,7.38,,7.14,EC50,73,,42,=,"","","",16648250
QRFP receptor,333,Qrfpr,P83858,,,,,,Rat,QRFP43,3665,QRFP,Human,135651879,Agonist,Full agonist,"",t,f,"",pIC50,9.27999973297119,,7.80000019073486,IC50,16,,0.519999980926514,=,"","","",16648250|12960173|14657341
QRFP receptor,333,QRFPR,Q96P65,,,,,,Human,[<sup>125</sup>I]QRFP43 (human),3803,,,178100650,Agonist,Full agonist,"",f,,"",pKd,10.3,,7.8,Kd,15.8,,0.0501,=,"","","",16648250|12960173
QRFP receptor,333,Qrfpr,P83861,,,,,,Mouse,[<sup>125</sup>I]QRFP43 (human),3803,,,178100650,Agonist,Full agonist,This is the binding range comparing the A and B isoforms of mouse Qrfpr.,f,,"",pIC50,7.49,,7.42,IC50,38,,32,=,"","","",16648250
QRFP receptor,333,QRFPR,Q96P65,,,,,,Human,compound 25e [PMID: 25875054],9443,,,329968383,Antagonist,Antagonist,"",f,f,"",pIC50,,7.34000015258789,,IC50,,46,,=,"","","",24937104|25875054
"RAB27A, member RAS oncogene family",2916,RAB27A,P51159,,,,,,Human,Nexinhib20,9419,,,328083519,Inhibitor,Inhibition,"",f,t,"",pIC50,,5.59000015258789,,IC50,,2600,,=,"","","",27702998
"Raf-1 proto-oncogene, serine/threonine kinase",2184,RAF1,P04049,,,,,,Human,balamapimod,9925,,,363894219,Inhibitor,Inhibition,"",f,f,"",pIC50,,6.94000005722046,,IC50,,114,,=,Measuring c-Raf mediated activation of MEK and phosphorylation of MEK substrate.,"","",
"Raf-1 proto-oncogene, serine/threonine kinase",2184,RAF1,P04049,,,,,,Human,CCT196969,9815,,,354702287,Inhibitor,Inhibition,"",f,f,"",pIC50,,8,,IC50,,10,,=,"","","",25500121
"Raf-1 proto-oncogene, serine/threonine kinase",2184,RAF1,P04049,,,,,,Human,CCT241161,9814,,,354702286,Inhibitor,Inhibition,"",f,f,"",pIC50,,8.22000026702881,,IC50,,6,,=,"","","",25500121
"Raf-1 proto-oncogene, serine/threonine kinase",2184,RAF1,P04049,,,,,,Human,CEP-32496,7880,,,223366209,Inhibitor,Inhibition,"",f,f,"",pKd,,7.40999984741211,,Kd,,39,,=,"","","",22168626
"Raf-1 proto-oncogene, serine/threonine kinase",2184,RAF1,P04049,,,,,,Human,GW5074,8072,,,249565752,Inhibitor,Inhibition,"",f,t,"",pIC50,,8.05000019073486,,IC50,,9,,=,"","","",15255937
"Raf-1 proto-oncogene, serine/threonine kinase",2184,RAF1,P04049,,,,,,Human,L779450,9129,,,315661214,Inhibitor,Inhibition,"",f,f,"",pIC50,,8.85000038146973,,IC50,,1.39999997615814,,=,"","","",18346893
"Raf-1 proto-oncogene, serine/threonine kinase",2184,RAF1,P04049,,,,,,Human,LY3009120,8943,,,310264724,Inhibitor,Inhibition,"",f,f,"",pIC50,,7.82000017166138,,IC50,,15,,=,"","","",26343583
"Raf-1 proto-oncogene, serine/threonine kinase",2184,RAF1,P04049,,,,,,Human,OSI-930,9383,,,328083485,Inhibitor,Inhibition,"",f,f,"",pIC50,,7.3899998664856,,IC50,,41,,=,"","","",16424037
"Raf-1 proto-oncogene, serine/threonine kinase",2184,RAF1,P04049,,,,,,Human,PLX8394,9131,,,315661216,Inhibitor,Inhibition,"",f,f,"",pIC50,,7.6399998664856,,IC50,,23,,=,"","","",26466569
"Raf-1 proto-oncogene, serine/threonine kinase",2184,RAF1,P04049,,,,,,Human,SB590885,9389,,,328083491,Inhibitor,Inhibition,"",f,f,"",pIC50,,8.76000022888184,,IC50,,1.72000002861023,,=,In a cell-free assay,"","",17145850
"Raf-1 proto-oncogene, serine/threonine kinase",2184,RAF1,P04049,,,,,,Human,sorafenib,5711,,,178102337,Inhibitor,Inhibition,"",f,f,"",pIC50,,8.22000026702881,,IC50,,6,,=,"","","",15466206
"Raf-1 proto-oncogene, serine/threonine kinase",2184,RAF1,P04049,,,,,,Human,vemurafenib,5893,,,178102516,Inhibitor,Inhibition,"",f,f,"",pIC50,7.32000017166138,,6.38000011444092,IC50,414,,48,=,"","","",22808911|26343583
"Raf-1 proto-oncogene, serine/threonine kinase",2184,RAF1,P04049,,,,,,Human,ZM336372,9130,,,315661215,Inhibitor,Inhibition,"",f,f,"",pIC50,7.51000022888184,,7.15000009536743,IC50,70,,31,=,"","","",18077363|12534346
Rap guanine nucleotide exchange factor 3,1292,RAPGEF3,O95398,,,,,,Human,ESI-09,7917,,,249565600,Inhibitor,Inhibition,"",f,f,"",pIC50,,5.48999977111816,,IC50,,3200,,=,Measuring EPAC1-mediated guanine nucleotide exchange factor (GEF) activity.,"","",23066090
Rap guanine nucleotide exchange factor 4,1293,RAPGEF4,Q8WZA2,,,,,,Human,ESI-09,7917,,,249565600,Inhibitor,Inhibition,"",f,f,"",pIC50,5.15000009536743,,4.40999984741211,IC50,39000,,7000,=,Measuring EPAC2-mediated guanine nucleotide exchange factor (GEF) activity.,"","",23066090|24256330
Rap guanine nucleotide exchange factor 4,1293,RAPGEF4,Q8WZA2,,,,,,Human,HJC 0350,6556,,,178103170,Inhibitor,Inhibition,"",f,,"",pIC50,,6.5,,-,,,,=,"","","",23286832
RAR-related orphan receptor-&alpha;,598,RORA,P35398,,,,,,Human,7-hydroxycholesterol,3432,,,178100434,Agonist,Agonist,"",f,,"",-,,,,-,,,,=,"","","",14622968
RAR-related orphan receptor-&alpha;,598,RORA,P35398,,,,,,Human,CD2314,8906,,,310264687,Agonist,Agonist,"",f,f,"",pKd,,5.42000007629395,,Kd,,3760,,>,"","","",19470764
RAR-related orphan receptor-&alpha;,598,RORA,P35398,,,,,,Human,cholesterol,2718,,,135651457,Agonist,Agonist,"",t,,"",-,,,,-,,,,=,"","","",8858107|12467577
RAR-related orphan receptor-&alpha;,598,RORA,P35398,,,,,,Human,cholesterol sulphate,2738,,,135651458,Agonist,Agonist,"",f,,"",-,,,,-,,,,=,"","","",12467577|14622968
RAR-related orphan receptor-&beta;,599,RORB,Q92753,,,,,,Human,CD2314,8906,,,310264687,Agonist,Agonist,"",f,t,"",pKd,,6.84000015258789,,Kd,,145,,=,"","","",19470764
RAR-related orphan receptor-&beta;,599,RORB,Q92753,,,,,,Human,tretinoin,2644,,,135651435,Agonist,Agonist,"",t,,"",-,,,,-,,,,=,"","","",12958591
RAR-related orphan receptor-&beta;,599,RORB,Q92753,,,,,,Human,all-trans-4-oxo-retinoic acid,2741,,,135649918,Antagonist,Antagonist,,f,,"",pIC50,,9.3,,,,,,,,,,12958591
RAR-related orphan receptor-&beta;,599,RORB,Q92753,,,,,,Human,all-trans-4-oxo-retinoic acid,2741,,,135649918,Antagonist,Antagonist,,f,,"",pKi,,6.1,,,,,,,,,,12958591
RAR-related orphan receptor-&beta;,599,RORB,Q92753,,,,,,Human,ALRT 1550,2740,,,135649927,Antagonist,Antagonist,,f,,"",pKi,,6.8,,,,,,,,,,12958591
RAR-related orphan receptor-&beta;,599,RORB,Q92753,,,,,,Human,ALRT 1550,2740,,,135649927,Antagonist,Antagonist,,f,,"",pIC50,,10.4,,,,,,,,,,12958591
RAR-related orphan receptor-&beta;,599,RORB,Q92753,,,,,,Human,tretinoin,2644,,,135651435,Antagonist,Antagonist,,t,,"",pKi,,6.55,,,,,,,,,,12958591
RAR-related orphan receptor-&beta;,599,RORB,Q92753,,,,,,Human,tretinoin,2644,,,135651435,Antagonist,Antagonist,,t,,"",pIC50,,9.82,,,,,,,,,,12958591
RAR-related orphan receptor-&gamma;,600,RORC,P51449,,,,,,Human,25-hydroxycholesterol,2885,,,135651392,Agonist,Agonist,,t,,"",-,,,,,,,,,,,,20203100
RAR-related orphan receptor-&gamma;,600,RORC,P51449,,,,,,Human,GNE-3500,9660,,,348353619,Agonist,Inverse agonist,"",f,t,"",pEC50,,7.92000007629395,,EC50,,12,,=,Measuring inhibition of SRC1 coactivator peptide recruitment by the ligand binding domain of human ROR&gamma;.,"","",26061388
RAR-related orphan receptor-&gamma;,600,RORC,P51449,,,,,,Human,GSK2981278,9661,,,348353620,Agonist,Inverse agonist,"",f,t,"",pIC50,,8.48999977111816,,IC50,,3.20000004768372,,=,Measuring inhibition of human T cell cytokine production under Th17 skewing conditions.,"","",26870941
RAR-related orphan receptor-&gamma;,600,RORC,P51449,,,,,,Human,TAK-828F,9867,,,363894161,Agonist,Inverse agonist,"",f,t,"",pIC50,,8.72000026702881,,IC50,,1.89999997615814,,=,Binding to human ROR&gamma;t isoform.,"","",29510038
RAR-related orphan receptor-&gamma;,600,RORC,P51449,,,,,,Human,ALRT 1550,2740,,,135649927,Antagonist,Antagonist,,f,,"",-,,,,,,,,,,,,12958591
Ras converting CAAX endopeptidase 1,2412,RCE1,Q9Y256,,,,,,Human,CID16197121,8579,,,252166780,Inhibitor,Inhibition,Activity reported as AU50,f,t,"",pIC50,,6.73000001907349,,IC50,,186,,=,"","","",
Ras converting CAAX endopeptidase 1,2412,RCE1,Q9Y256,,,,,,Human,compound 3 [PMID: 17942791],8556,,,252166757,Inhibitor,Inhibition,"",f,t,"",pIC50,,5.05000019073486,,IC50,,9000,,=,"","","",17942791
"RB binding protein 9, serine hydrolase",2874,RBBP9,O75884,,,,,,Human,Ala(1-naph)-Pro-CN,8607,,,252166808,Inhibitor,Inhibition,"",f,f,"",pIC50,,6.05999994277954,,IC50,,880,,=,"","","",24997602
receptor activator of NF-kappa B,1881,TNFRSF11A,Q9Y6Q6,,,,,,Human,RANK ligand,5066,TNFSF11,Human,178101759,None,None,,t,,,-,,,,,,,,,,,,
receptor interacting serine/threonine kinase 1,2189,RIPK1,Q13546,,,,,,Human,6E11,9749,,,354702222,Inhibitor,Inhibition,"",f,t,"",pKd,,6.40000009536743,,Kd,,400,,=,Binding constant measured at 37<sup>o</sup>C.,"","",29018243
receptor interacting serine/threonine kinase 1,2189,RIPK1,Q13546,,,,,,Human,compound 21 [PMID: 24900635],8187,,,249565867,Inhibitor,Inhibition,"",f,t,"",pIC50,,8.89000034332275,,IC50,,1.29999995231628,,=,"","","",24900635
receptor interacting serine/threonine kinase 1,2189,RIPK1,Q13546,,,,,,Human,GSK2982772,9554,,,336446940,Inhibitor,Inhibition,"",f,t,"",pIC50,,9,,IC50,,1,,=,"","","",28151659
receptor interacting serine/threonine kinase 1,2189,RIPK1,Q13546,,,,,,Human,necrostatin-1,9750,,,354702223,Inhibitor,Inhibition,"",f,f,"",pIC50,,6.30999994277954,,IC50,,490,,=,Measuring inhibition of cellular necrosis in TNF&alpha;-treated FADD-deficient Jurkat cells.,"","",18408713
receptor interacting serine/threonine kinase 1,2189,RIPK1,Q13546,,,,,,Human,necrostatin-1s,9751,,,354702224,Inhibitor,Inhibition,"",f,f,"",pKd,,7.42999982833862,,Kd,,37,,=,Affinity constant measured at 37<sup>o</sup>C.,"","",9736715
receptor interacting serine/threonine kinase 1,2189,RIPK1,Q13546,,,,,,Human,RIPA-56,9643,,,340590273,Inhibitor,Inhibition,"",f,t,"",pIC50,,7.8899998664856,,IC50,,13,,=,Inhibition of RIPK1 activity <i>in vitro</i>.,"","",27992216
receptor interacting serine/threonine kinase 2,2190,Ripk2,,,,,,,Rat,GSK583,9134,,,315661219,Inhibitor,Inhibition,"",f,f,"",pIC50,,8.69999980926514,,IC50,,2,,=,"","","",27109867
receptor interacting serine/threonine kinase 2,2190,RIPK2,O43353,,,,,,Human,GSK583,9134,,,315661219,Inhibitor,Inhibition,"",f,t,"",pIC50,,8.30000019073486,,IC50,,5,,=,"","","",27109867
receptor interacting serine/threonine kinase 2,2190,RIPK2,O43353,,,,,,Human,RIPK2 inhibitor 8,9688,,,348353647,Inhibitor,Inhibition,"",f,t,"",pIC50,,8.52000045776367,,IC50,,3,,=,"","","",29057049
receptor interacting serine/threonine kinase 2,2190,RIPK2,O43353,,,,,,Human,Src kinase inhibitor I,6042,,,178102664,Inhibitor,Inhibition,"",f,f,"",pIC50,,7.59000015258789,,IC50,,26,,=,"","","",17850214
Reduced folate transporter 1,1014,SLC19A1,P41440,,,,,,Human,compound 9 [PMID: 15615544],8890,,,310264671,Inhibitor,Inhibition,"",f,f,"",pKi,,6.55000019073486,,Ki,,280,,=,Inhibition of [<sup>3</sup>H]methotrexate uptake by CCRF-CEM (human T lymphoblast) cells.,"","",15615544
Reduced folate transporter 1,1014,SLC19A1,P41440,,,,,,Human,methotrexate,4815,,,178101517,Inhibitor,Inhibition,"",f,f,"",pKi,,5.32999992370605,,Ki,,4700,,=,Inhibition of [<sup>3</sup>H]methotrexate uptake by CCRF-CEM (human T lymphoblast) cells.,"","",15615544
Reduced folate transporter 1,1014,SLC19A1,P41440,,,,,,Human,[<sup>3</sup>H]folic acid,4562,,,178101283,None,None,,f,,,-,,,,,,,,,,,,9525913
Reduced folate transporter 1,1014,SLC19A1,P41440,,,,,,Human,[<sup>3</sup>H]methotrexate,4674,,,178101388,None,None,,f,,,-,,,,,,,,,,,,9525913
regulator of G-protein signaling 4,2811,RGS4,P49798,,,,,,Human,"(4Z)-1-(3-fluorophenyl)-4-(2-oxo-1H-indol-3-ylidene)pyrazolidine-3,5-dione",8726,,,252827384,Inhibitor,Inhibition,"",f,f,"",pIC50,,5.09000015258789,,IC50,,8200,,=,"","","",24041654
regulator of G-protein signaling 4,2811,RGS4,P49798,,,,,,Human,"(5E)-1-(4-fluorophenyl)-5-[(5-methylthiophen-2-yl)methylidene]-2-sulfanylidene-1,3-diazinane-4,6-dione",8728,,,252827386,Inhibitor,Inhibition,"",f,f,"",pIC50,,4.73999977111816,,IC50,,18300,,=,"","","",24041654
regulator of G-protein signaling 4,2811,Rgs4,P49799,,,,,,Rat,5nd,8723,,,252827381,Inhibitor,Inhibition,"",f,f,"",pIC50,,4.55000019073486,,IC50,,28000,,=,Inhibition of G&alpha;<sub>o</sub> binding.,"","",19463173
regulator of G-protein signaling 4,2811,RGS4,P49798,,,,,,Human,"(5Z)-1-(2-fluorophenyl)-2-sulfanylidene-5-(thiophen-2-ylmethylidene)-1,3-diazinane-4,6-dione",8727,,,252827385,Inhibitor,Inhibition,"",f,f,"",pIC50,,4.55999994277954,,IC50,,27500,,=,"","","",24041654
regulator of G-protein signaling 4,2811,RGS4,P49798,,,,,,Human,"(5Z)-5-[(5-bromothiophen-2-yl)methylidene]-1-methyl-2-sulfanylidene-1,3-diazinane-4,6-dione",8729,,,252827387,Inhibitor,Inhibition,"",f,f,"",pIC50,,4.82000017166138,,IC50,,15300,,=,"","","",24041654
regulator of G-protein signaling 4,2811,RGS4,P49798,,,,,,Human,CCG-4986,8721,,,252827379,Inhibitor,Inhibition,"",f,f,"",pIC50,5.38000011444092,,4.73999977111816,IC50,18000,,4200,=,Inhibition of G&alpha;<sub>o</sub> binding.,"","",17012620|20530129|17660054
regulator of G-protein signaling 4,2811,RGS4,P49798,,,,,,Human,CCG-50014,7784,,,249565573,Inhibitor,Inhibition,"",f,t,"",pIC50,,7.51999998092651,,IC50,,30.1000003814697,,=,Inhibition of G&alpha;<sub>o</sub> binding.,"","",21329361|22368763
regulator of G-protein signaling 4,2811,RGS4,P49798,,,,,,Human,CCG-63802,8724,,,252827382,Inhibitor,Inhibition,"",f,f,"",pIC50,5.71999979019165,,5.05000019073486,IC50,9000,,1900,=,"Inhibition of G&alpha;<sub>o</sub> binding. The higher affinity value was measured using TR-FRET, the lower value using flow cytometry protein interaction assay (FCPIA).","","",20571077
regulator of G-protein signaling 4,2811,RGS4,P49798,,,,,,Human,CCG-63808,8725,,,252827383,Inhibitor,Inhibition,"",f,f,"",pIC50,5.84999990463257,,5,IC50,10000,,1400,=,"Inhibition of G&alpha;<sub>o</sub> binding. The higher affinity value was measured using TR-FRET, the lower value using flow cytometry protein interaction assay (FCPIA).","","",20571077
regulator of G-protein signaling 4,2811,RGS4,P49798,,,,,,Human,RGS4 inhibitor 11b,8033,,,249565713,Inhibitor,Inhibition,"",f,t,"",pIC50,,7.84000015258789,,IC50,,14.3999996185303,,=,Inhibition of G&alpha;o binding,"","",22368763
regulator of G-protein signaling 4,2811,RGS4,P49798,,,,,,Human,RGS4 inhibitor 13,8034,,,249565714,Inhibitor,Inhibition,"",f,t,"",pIC50,,7.26999998092651,,IC50,,54.2999992370605,,=,Inhibition of G&alpha;o binding,"","",22368763
regulator of G-protein signaling 4,2811,Rgs4,P49799,,,,,,Rat,YJ34,8722,,,252827380,Inhibitor,Inhibition,"",f,f,"",pIC50,5.05000019073486,,4.59000015258789,IC50,26000,,9000,=,Inhibition of G&alpha;<sub>o</sub> binding.,"","",15009535|16629824
regulator of G-protein signaling 8,2813,RGS8,P57771,,,,,,Human,CCG-50014,7784,,,249565573,Inhibitor,Inhibition,"",f,f,"",pIC50,,4.96000003814697,,IC50,,11000,,=,Inhibition of G&alpha;o binding,"","",21329361|22368763
regulator of G-protein signaling 8,2813,RGS8,P57771,,,,,,Human,RGS4 inhibitor 11b,8033,,,249565713,Inhibitor,Inhibition,"",f,f,"",pIC50,,4.07999992370605,,IC50,,83500,,=,Inhibition of G&alpha;o binding,"","",22368763
regulator of G-protein signaling 8,2813,RGS8,P57771,,,,,,Human,RGS4 inhibitor 13,8034,,,249565714,Inhibitor,Inhibition,"",f,f,"",pIC50,,4.44000005722046,,IC50,,36100,,=,Inhibition of G&alpha;o binding,"","",22368763
renin,2413,REN,P00797,,,,,,Human,aliskiren,4812,,,178101514,Inhibitor,Inhibition,"",f,t,"",pIC50,,9.19999980926514,,IC50,,0.600000023841858,,=,"","","",18307734
repulsive guidance molecule BMP co-receptor a,2911,RGMA,Q96B86,,,,,,Human,elezanumab,9290,,,318164809,Antibody,Binding,"",f,t,"",-,,,,-,,,,=,"","","",
reticulon 4,2838,RTN4,Q9NQC3|Q9NQC3-3|Q9NQC3-2,,,,,,Human,ozanezumab,8254,,,249565934,Antibody,Binding,"",f,t,"",pKd,,9.1899995803833,,Kd,,0.639999985694885,,=,Binding dissociation constant for clone H28L16.,"","",
Retinoic acid receptor-&alpha;,590,RARA,P10276,,,,,,Human,adapalene,5429,,,178102082,Agonist,Agonist,"",f,f,"",pKi,,5.96000003814697,,Ki,,1100,,=,Binding affinity to RAR&alpha; using [<sup>3</sup>H]CD 367 as radioligand.,"","",8544175
Retinoic acid receptor-&alpha;,590,RARA,P10276,,,,,,Human,AGN193836,2649,,,135649904,Agonist,Agonist,,f,,"",pKd,,8.4,,,,,,,,,,12372520
Retinoic acid receptor-&alpha;,590,RARA,P10276,,,,,,Human,alitretinoin,2645,,,135651418,Agonist,Agonist,,f,,"",pKd,,9.5,,,,,,,,,,3184125|7791761
Retinoic acid receptor-&alpha;,590,RARA,P10276,,,,,,Human,BMS753,2650,,,135650006,Agonist,Agonist,"",f,,"",pKi,,8.7,,-,,,,=,"","","",10421757
Retinoic acid receptor-&alpha;,590,RARA,P10276,,,,,,Human,CD666,2652,,,53801005,Agonist,Agonist,,f,,"",pKd,,5.65,,,,,,,,,,1323296
Retinoic acid receptor-&alpha;,590,RARA,P10276,,,,,,Human,Ro 40-6055,2647,,,135650917,Agonist,Agonist,"",f,f,"",pEC50,,9.52000045776367,,EC50,,0.300000011920929,,=,"","","",19058965
Retinoic acid receptor-&alpha;,590,RARA,P10276,,,,,,Human,Ro 40-6055,2647,,,135650917,Agonist,Agonist,"",f,f,"",pKd,,,,Kd,,6,,=,"","","",1656191
Retinoic acid receptor-&alpha;,590,RARA,P10276,,,,,,Human,tamibarotene,2648,,,135649930,Agonist,Agonist,"",f,t,"",pEC50,,7.34999990463257,,EC50,,45,,=,"","","",20925433
Retinoic acid receptor-&alpha;,590,RARA,P10276,,,,,,Human,tamibarotene,2648,,,135649930,Agonist,Agonist,"",f,t,"",pIC50,,6.90000009536743,,-,,,,=,"","","",3184125|7791761|10637371
Retinoic acid receptor-&alpha;,590,RARA,P10276,,,,,,Human,tazarotene,6952,,,178103534,Agonist,Agonist,"",f,t,"",pEC50,,7.19999980926514,,EC50,,63,,=,"","","",19058965
Retinoic acid receptor-&alpha;,590,RARA,P10276,,,,,,Human,tretinoin,2644,,,135651435,Agonist,Agonist,,t,,"",pKd,,9.4,,,,,,,,,,8380496|8264595|10964567|7791761|10637371
Retinoic acid receptor-&alpha;,590,RARA,P10276,,,,,,Human,tretinoin,2644,,,135651435,Agonist,Agonist,"",f,t,"",pEC50,,7.76999998092651,,EC50,,17,,=,"","","",19058965
Retinoic acid receptor-&alpha;,590,RARA,P10276,,,,,,Human,TTNPB,2646,,,135651285,Agonist,Agonist,,f,,"",pIC50,,7.44,,,,,,,,,,8264595|10964567|7791761|10637371
Retinoic acid receptor-&alpha;,590,Rara,P11416,,,,,,Mouse,[<sup>3</sup>H]9-cis-retinoic acid,5383,,,178102041,Agonist,Full agonist,"",f,f,"",pKd,,9.60000038146973,,Kd,,0.239999994635582,,=,"","","",8380496
Retinoic acid receptor-&alpha;,590,RARA,P10276,,,,,,Human,BMS614,2643,,,135650004,Antagonist,Antagonist,,f,,"",pIC50,,8.7,,,,,,,,,,10882070|10421757|11805839
Retinoic acid receptor-&alpha;,590,RARA,P10276,,,,,,Human,Ro 41-5253,2642,,,135650918,Antagonist,Antagonist,"",f,f,"",pIC50,7.21999979019165,,6.34000015258789,-,,,,=,"","","",8264595|1323127
Retinoic acid receptor-&alpha;,590,RARA,P10276,,,,,,Human,AGN193109,2640,,,135649903,Antagonist,Inverse agonist,,f,,"",pIC50,,8.7,,,,,,,,,,8798442|10777502|10637371
Retinoic acid receptor-&alpha;,590,RARA,P10276,,,,,,Human,BMS493,2641,,,135650003,Antagonist,Inverse agonist,,f,,"",pIC50,,8.4,,,,,,,,,,11805839
Retinoic acid receptor-&beta;,591,RARB,P10826,,,,,,Human,adapalene,5429,,,178102082,Agonist,Agonist,"",f,t,"",pKi,,7.46999979019165,,Ki,,34,,=,Binding affinity to RAR&beta; using [<sup>3</sup>H]CD 367 as radioligand.,"","",8544175
Retinoic acid receptor-&beta;,591,RARB,P10826,,,,,,Human,alitretinoin,2645,,,135651418,Agonist,Agonist,"",f,t,"",pKi,,9.69999980926514,,-,,,,=,"","","",10964567|7791761
Retinoic acid receptor-&beta;,591,RARB,P10826,,,,,,Human,BMS641,2651,,,135650005,Agonist,Agonist,,f,,"",pIC50,,8.6,,,,,,,,,,15319780
Retinoic acid receptor-&beta;,591,RARB,P10826,,,,,,Human,CD666,2652,,,53801005,Agonist,Agonist,,f,,"",pKd,,5.64,,,,,,,,,,1323296
Retinoic acid receptor-&beta;,591,RARB,P10826,,,,,,Human,Ro 40-6055,2647,,,135650917,Agonist,Agonist,"",f,f,"",pEC50,,8.06999969482422,,EC50,,8.60000038146973,,=,"","","",19058965
Retinoic acid receptor-&beta;,591,RARB,P10826,,,,,,Human,tamibarotene,2648,,,135649930,Agonist,Agonist,"",f,f,"",pEC50,,6.63000011444092,,EC50,,235,,=,"","","",20925433
Retinoic acid receptor-&beta;,591,RARB,P10826,,,,,,Human,tazarotene,6952,,,178103534,Agonist,Agonist,"",f,t,"",pEC50,,9.10000038146973,,EC50,,0.800000011920929,,=,"","","",19058965
Retinoic acid receptor-&beta;,591,RARB,P10826,,,,,,Human,tretinoin,2644,,,135651435,Agonist,Agonist,"",t,t,"",pKi,,9.39999961853027,,-,,,,=,"","","",8264595|10964567|7791761|10637371
Retinoic acid receptor-&beta;,591,RARB,P10826,,,,,,Human,tretinoin,2644,,,135651435,Agonist,Agonist,"",f,t,"",pEC50,,7.92000007629395,,EC50,,12,,=,"","","",19058965
Retinoic acid receptor-&beta;,591,RARB,P10826,,,,,,Human,TTNPB,2646,,,135651285,Agonist,Agonist,,f,,"",pIC50,,8,,,,,,,,,,8264595|10964567|7791761|10637371
Retinoic acid receptor-&beta;,591,RARB,P10826,,,,,,Human,AC261066,4054,,,178100878,Agonist,Full agonist,"",f,,"",pEC50,8.1,,7.9,-,,,,=,"","","",16302793
Retinoic acid receptor-&beta;,591,RARB,P10826,,,,,,Human,AC55649,4055,,,178100879,Agonist,Full agonist,"",f,f,"",pEC50,7.30000019073486,,6.90000009536743,-,,,,=,Affinity for RAR&beta;2 isoform.,"","",16302793|19239230
