protein_uniprot,ensembl,gene_name
Q9NUD5,ENSG00000247315,ZCCHC3
Q15070,ENSG00000155463,OXA1L
Q86Z23,ENSG00000186897,C1QL4
P19823,ENSG00000151655,ITIH2
Q15181,ENSG00000180817,PPA1
Q96QV1,ENSG00000164161,HHIP
Q99633,ENSG00000165630,PRPF18
Q5UAW9,ENSG00000180758,GPR157
Q9BZW8,ENSG00000122223,CD244
P08779,ENSG00000186832,KRT16
Q13217,ENSG00000102580,DNAJC3
Q9BTC8,ENSG00000057935,MTA3
P49069,ENSG00000164615,CAMLG
Q96CB5,ENSG00000213865,C8orf44
Q9UK55,ENSG00000140093,SERPINA10
Q8WTW3,ENSG00000166685,COG1
Q7L576,ENSG00000273749,CYFIP1
Q9NX04,ENSG00000116922,C1orf109
O76001,ENSG00000233618,OR2J3
Q8ND23,ENSG00000186648,CARMIL3
Q14943,ENSG00000276498,KIR3DS1
P50222,ENSG00000106511,MEOX2
Q8N983,ENSG00000055950,MRPL43
P16415,ENSG00000197933,ZNF823
P28676,ENSG00000115271,GCA
Q9UBM7,ENSG00000172893,DHCR7
P30989,ENSG00000101188,NTSR1
Q68D51,ENSG00000175984,DENND2C
Q96DR8,ENSG00000172551,MUCL1
Q96PH1,ENSG00000255346,NOX5
Q96AJ1,ENSG00000103351,CLUAP1
P61599,ENSG00000173418,NAA20
P29218,ENSG00000133731,IMPA1
Q6DKK2,ENSG00000011295,TTC19
P17027,ENSG00000167377,ZNF23
Q96H20,ENSG00000159210,SNF8
Q9UNZ2,ENSG00000088833,NSFL1C
Q86Y82,ENSG00000117758,STX12
Q13451,ENSG00000096060,FKBP5
P52740,ENSG00000131849,ZNF132
O76002,ENSG00000226000,OR2J2
Q9BX67,ENSG00000166086,JAM3
Q9HCM9,ENSG00000230308,TRIM39
A6NGH8,ENSG00000157999,ANKRD61
P56557,ENSG00000263160,TMEM50B
Q9P2E3,ENSG00000124201,ZNFX1
Q9UJX4,ENSG00000089053,ANAPC5
P82909,ENSG00000134056,MRPS36
O60303,ENSG00000047578,KIAA0556
Q6ZVK1,ENSG00000276342,TMEM179
P37837,ENSG00000177156,TALDO1
Q6L9T8,ENSG00000215784,FAM72D
P01854,ENSG00000211891,IGHE
Q13492,ENSG00000073921,PICALM
Q9UMZ2,ENSG00000274047,SYNRG
P29803,ENSG00000163114,PDHA2
P04278,ENSG00000129214,SHBG
Q8WVJ9,ENSG00000233608,TWIST2
Q9NPF0,ENSG00000167775,CD320
Q9H6D3,ENSG00000158156,XKR8
Q8IXL7,ENSG00000174099,MSRB3
P43631,ENSG00000278152,KIR2DS2
P43166,ENSG00000168748,CA7
Q8IWL1,ENSG00000185303,SFTPA2
Q676U5,ENSG00000085978,ATG16L1
Q8IUC6,ENSG00000127666,TICAM1
O75113,ENSG00000102921,N4BP1
Q9UMX9,ENSG00000164175,SLC45A2
P08865,ENSG00000168028,RPSA
Q6X4U4,ENSG00000171243,SOSTDC1
Q9NZJ0,ENSG00000143476,DTL
O15496,ENSG00000069764,PLA2G10
Q9UIA0,ENSG00000100055,CYTH4
P01282,ENSG00000146469,VIP
Q96PQ7,ENSG00000109790,KLHL5
P04424,ENSG00000126522,ASL
P52597,ENSG00000169813,HNRNPF
Q9NYY1,ENSG00000162891,IL20
Q99538,ENSG00000100600,LGMN
P52756,ENSG00000003756,RBM5
A4D263,ENSG00000164500,C7orf72
P49798,ENSG00000117152,RGS4
Q8TE56,ENSG00000140470,ADAMTS17
P57771,ENSG00000135824,RGS8
P84243,ENSG00000163041,H3F3A
B7ZW38,ENSG00000277058,HNRNPCL3
Q86UA1,ENSG00000185246,PRPF39
Q96KK5,ENSG00000274997,HIST1H2AH
Q9UJT1,ENSG00000108423,TUBD1
Q8WZA1,ENSG00000085998,POMGNT1
O94966,ENSG00000172046,USP19
Q8WY21,ENSG00000108018,SORCS1
I3L273,ENSG00000261949,GFY
P47712,ENSG00000116711,PLA2G4A
Q8N912,ENSG00000274126,C14orf180
Q8IWX7,ENSG00000141161,UNC45B
A2RUB6,ENSG00000180376,CCDC66
P14151,ENSG00000188404,SELL
Q9Y6F8,ENSG00000172352,CDY1B
P22735,ENSG00000092295,TGM1
P98170,ENSG00000101966,XIAP
Q7Z5J4,ENSG00000108557,RAI1
Q9BTF0,ENSG00000138050,THUMPD2
Q14642,ENSG00000068383,INPP5A
P02686,ENSG00000197971,MBP
P57775,ENSG00000107829,FBXW4
Q9H211,ENSG00000167513,CDT1
Q8TAX0,ENSG00000143867,OSR1
O60927,ENSG00000204619,PPP1R11
Q6ZR85,ENSG00000205710,C17orf107
Q96KQ7,ENSG00000232045,EHMT2
Q32P44,ENSG00000149499,EML3
Q9P2K2,ENSG00000087301,TXNDC16
O43913,ENSG00000164815,ORC5
P43628,ENSG00000275008,KIR2DL3
P35237,ENSG00000124570,SERPINB6
P61081,ENSG00000130725,UBE2M
Q14153,ENSG00000189319,FAM53B
Q99572,ENSG00000089041,P2RX7
Q6NUJ5,ENSG00000171813,PWWP2B
P30203,ENSG00000013725,CD6
Q9P127,ENSG00000102021,LUZP4
P83369,ENSG00000155858,LSM11
Q02086,ENSG00000167182,SP2
Q8N999,ENSG00000133641,C12orf29
Q8WZ42,ENSG00000155657,TTN
Q96LI6,ENSG00000172468,HSFY1
Q8N4T8,ENSG00000145439,CBR4
Q6XZF7,ENSG00000107554,DNMBP
Q6P2P2,ENSG00000164169,PRMT9
Q14774,ENSG00000136630,HLX
Q9UPP2,ENSG00000262607,IQSEC3
Q92673,ENSG00000137642,SORL1
Q96GD3,ENSG00000010803,SCMH1
P20160,ENSG00000278624,AZU1
Q96K58,ENSG00000167394,ZNF668
O14511,ENSG00000158458,NRG2
P50395,ENSG00000057608,GDI2
Q5MJ09,ENSG00000189252,SPANXN3
Q92619,ENSG00000180448,ARHGAP45
Q9Y279,ENSG00000155659,VSIG4
Q86YN1,ENSG00000167130,DOLPP1
O94826,ENSG00000154174,TOMM70
Q504Y0,ENSG00000148482,SLC39A12
Q96BZ8,ENSG00000276628,LENG1
Q14213,ENSG00000105246,EBI3
Q8TBY9,ENSG00000158023,WDR66
P0C7W0,ENSG00000224383,PRR29
P59543,ENSG00000273092,TAS2R20
O75553,ENSG00000173406,DAB1
Q9BYU5,ENSG00000212725,KRTAP2-1
Q8N468,ENSG00000174514,MFSD4A
Q9BYZ6,ENSG00000008853,RHOBTB2
Q00722,ENSG00000137841,PLCB2
P19397,ENSG00000143119,CD53
Q33E94,ENSG00000111783,RFX4
O77932,ENSG00000236765,DXO
Q96JJ6,ENSG00000092051,JPH4
Q9H9Q2,ENSG00000144524,COPS7B
Q9HBJ0,ENSG00000170965,PLAC1
P40926,ENSG00000146701,MDH2
P59541,ENSG00000262111,TAS2R30
O60879,ENSG00000147202,DIAPH2
P50993,ENSG00000018625,ATP1A2
Q9BTT4,ENSG00000133398,MED10
Q96IF1,ENSG00000129474,AJUBA
Q9NX02,ENSG00000275399,NLRP2
P50120,ENSG00000114113,RBP2
Q9H444,ENSG00000101421,CHMP4B
Q75V66,ENSG00000171714,ANO5
P63215,ENSG00000162188,GNG3
Q86Y22,ENSG00000050767,COL23A1
Q9NPI8,ENSG00000183161,FANCF
Q9GZR2,ENSG00000148300,REXO4
P01567,ENSG00000214042,IFNA7
A6NE82,ENSG00000182315,MBD3L3
O14520,ENSG00000165269,AQP7
Q9H981,ENSG00000113812,ACTR8
Q99944,ENSG00000240389,EGFL8
Q8WX92,ENSG00000188986,NELFB
Q9HCH3,ENSG00000124772,CPNE5
Q9UPP1,ENSG00000172943,PHF8
Q86SG5,ENSG00000184330,S100A7A
P67870,ENSG00000232960,CSNK2B
P41238,ENSG00000111701,APOBEC1
Q8N456,ENSG00000165383,LRRC18
P52790,ENSG00000160883,HK3
Q9Y4K0,ENSG00000134013,LOXL2
O75469,ENSG00000144852,NR1I2
P55265,ENSG00000160710,ADAR
P30291,ENSG00000166483,WEE1
P15153,ENSG00000128340,RAC2
O43236,ENSG00000108387,Sep-04
Q7Z388,ENSG00000156162,DPY19L4
Q9Y5U8,ENSG00000060762,MPC1
Q05996,ENSG00000103310,ZP2
Q96M83,ENSG00000216937,CCDC7
Q86WI3,ENSG00000140853,NLRC5
Q8NHM5,ENSG00000089094,KDM2B
Q8N6K7,ENSG00000164483,SAMD3
Q8N7B1,ENSG00000176635,HORMAD2
O14715,ENSG00000169629,RGPD8
Q9P2E2,ENSG00000117245,KIF17
Q15004,ENSG00000166803,KIAA0101
Q06033,ENSG00000162267,ITIH3
Q5VWQ0,ENSG00000081019,RSBN1
Q9NYF3,ENSG00000120709,FAM53C
Q9H3T2,ENSG00000143434,SEMA6C
Q9P1Y6,ENSG00000274780,PHRF1
Q8NDX5,ENSG00000173889,PHC3
Q6IS14,ENSG00000253626,EIF5AL1
Q14676,ENSG00000231135,MDC1
Q8N6N7,ENSG00000176244,ACBD7
Q9BW11,ENSG00000213347,MXD3
O95168,ENSG00000065518,NDUFB4
Q8IV61,ENSG00000152689,RASGRP3
Q6V1P9,ENSG00000197410,DCHS2
P27361,ENSG00000102882,MAPK3
P43627,ENSG00000275546,KIR2DL2
Q9H0U6,ENSG00000112110,MRPL18
Q9H3Y0,ENSG00000101074,R3HDML
O14607,ENSG00000183878,UTY
P23490,ENSG00000203782,LOR
Q9UK05,ENSG00000263761,GDF2
Q9Y5W8,ENSG00000071189,SNX13
Q6NYC8,ENSG00000146112,PPP1R18
Q9Y333,ENSG00000225998,LSM2
P52895,ENSG00000151632,AKR1C2
O43822,ENSG00000160226,C21orf2
Q9Y3N9,ENSG00000226463,OR2W1
Q9HBD1,ENSG00000056586,RC3H2
Q8IUH4,ENSG00000177054,ZDHHC13
P35372,ENSG00000112038,OPRM1
Q6GMV2,ENSG00000135632,SMYD5
Q14416,ENSG00000164082,GRM2
Q14442,ENSG00000100564,PIGH
Q9NQW8,ENSG00000170289,CNGB3
Q8N4Y2,ENSG00000177685,CRACR2B
Q96J92,ENSG00000126562,WNK4
O95460,ENSG00000124159,MATN4
P09471,ENSG00000087258,GNAO1
Q96ST8,ENSG00000121289,CEP89
Q86VW1,ENSG00000004809,SLC22A16
Q8WUJ3,ENSG00000103888,CEMIP
Q7Z5W3,ENSG00000186666,BCDIN3D
P17181,ENSG00000142166,IFNAR1
Q9HD36,ENSG00000137875,BCL2L10
P55786,ENSG00000141279,NPEPPS
O00479,ENSG00000182952,HMGN4
Q6B0I6,ENSG00000186280,KDM4D
Q8WVZ7,ENSG00000188050,RNF133
Q4W5G0,ENSG00000180346,TIGD2
Q9HAT8,ENSG00000139946,PELI2
O14599,ENSG00000185894,BPY2C
Q9H0U9,ENSG00000189241,TSPYL1
P13164,ENSG00000185885,IFITM1
Q8TCW9,ENSG00000169618,PROKR1
Q8TBZ9,ENSG00000164645,C7orf62
Q8NBP0,ENSG00000143643,TTC13
O15315,ENSG00000182185,RAD51B
P45381,ENSG00000108381,ASPA
Q9H6U8,ENSG00000086848,ALG9
P07686,ENSG00000049860,HEXB
Q9Y679,ENSG00000115307,AUP1
Q969G3,ENSG00000073584,SMARCE1
Q99798,ENSG00000100412,ACO2
P32754,ENSG00000158104,HPD
Q6NTF9,ENSG00000005486,RHBDD2
P19012,ENSG00000171346,KRT15
Q9H4Z2,ENSG00000198026,ZNF335
O96000,ENSG00000140990,NDUFB10
Q96MT7,ENSG00000206530,CFAP44
Q96A11,ENSG00000175229,GAL3ST3
Q92485,ENSG00000130768,SMPDL3B
Q8NE09,ENSG00000132554,RGS22
Q9Y303,ENSG00000162066,AMDHD2
Q08170,ENSG00000116350,SRSF4
Q8WZ19,ENSG00000174943,KCTD13
Q9Y3N9,ENSG00000228977,OR2W1
Q9NZM5,ENSG00000105373,GLTSCR2
Q7Z3Z0,ENSG00000204897,KRT25
Q96KQ4,ENSG00000088808,PPP1R13B
Q9BYQ3,ENSG00000204873,KRTAP9-3
P35249,ENSG00000163918,RFC4
Q9NY91,ENSG00000100191,SLC5A4
P10147,ENSG00000277632,CCL3
Q07444,ENSG00000205810,KLRC3
Q8IYM9,ENSG00000132274,TRIM22
Q96QC0,ENSG00000204569,PPP1R10
P27338,ENSG00000069535,MAOB
Q6UVM3,ENSG00000162687,KCNT2
P35270,ENSG00000116096,SPR
A8MYA2,ENSG00000215115,CXorf49
Q8N4B4,ENSG00000177294,FBXO39
Q5JS54,ENSG00000180822,PSMG4
P14061,ENSG00000108786,HSD17B1
Q494V2,ENSG00000163885,CFAP100
O43173,ENSG00000177511,ST8SIA3
Q86SQ7,ENSG00000054282,SDCCAG8
O15120,ENSG00000169692,AGPAT2
O95867,ENSG00000235925,LY6G6C
Q99519,ENSG00000228691,NEU1
P82987,ENSG00000156218,ADAMTSL3
E9PJI5,ENSG00000214967,NPIPA7
Q9NQZ2,ENSG00000132467,UTP3
Q9P0P0,ENSG00000168894,RNF181
Q8TBC4,ENSG00000144744,UBA3
O95995,ENSG00000141013,GAS8
Q5T4B2,ENSG00000167123,CERCAM
Q9NW82,ENSG00000082068,WDR70
Q9BQ51,ENSG00000197646,PDCD1LG2
Q7L0J3,ENSG00000159164,SV2A
Q5TGY3,ENSG00000126705,AHDC1
P15259,ENSG00000164708,PGAM2
Q6U7Q0,ENSG00000181315,ZNF322
Q8N1C3,ENSG00000163285,GABRG1
Q13416,ENSG00000115942,ORC2
Q7L1I2,ENSG00000185518,SV2B
Q9H1H9,ENSG00000137177,KIF13A
Q13415,ENSG00000085840,ORC1
P24347,ENSG00000275365,MMP11
P62917,ENSG00000161016,RPL8
O95872,ENSG00000204438,GPANK1
Q86UN3,ENSG00000186907,RTN4RL2
Q8IZL2,ENSG00000184384,MAML2
Q8TDB4,ENSG00000137463,MGARP
O00453,ENSG00000234514,LST1
Q03426,ENSG00000110921,MVK
Q53FD0,ENSG00000119703,ZC2HC1C
Q8TC76,ENSG00000169122,FAM110B
Q13363,ENSG00000159692,CTBP1
Q14527,ENSG00000071794,HLTF
Q8NE35,ENSG00000107864,CPEB3
O43390,ENSG00000125944,HNRNPR
P14373,ENSG00000215641,TRIM27
Q96HD9,ENSG00000132744,ACY3
P24928,ENSG00000181222,POLR2A
Q9NVD3,ENSG00000185917,SETD4
O95998,ENSG00000137496,IL18BP
Q7RTY8,ENSG00000176040,TMPRSS7
Q6P6B1,ENSG00000177459,ERICH5
Q8NA92,ENSG00000161277,THAP8
Q06643,ENSG00000231314,LTB
Q03112,ENSG00000085276,MECOM
P62195,ENSG00000087191,PSMC5
Q9NTI5,ENSG00000083642,PDS5B
O76002,ENSG00000226347,OR2J2
O60890,ENSG00000079482,OPHN1
Q8IYQ7,ENSG00000185875,THNSL1
Q99081,ENSG00000140262,TCF12
Q1KMD3,ENSG00000214753,HNRNPUL2
Q14242,ENSG00000110876,SELPLG
Q86VB7,ENSG00000177575,CD163
Q6R2W3,ENSG00000232040,ZBED9
Q96LL3,ENSG00000167194,C16orf92
Q5HYI7,ENSG00000177034,MTX3
Q9UBM1,ENSG00000133027,PEMT
Q92832,ENSG00000165973,NELL1
Q14849,ENSG00000131748,STARD3
Q32P28,ENSG00000117385,P3H1
P31997,ENSG00000124469,CEACAM8
Q15796,ENSG00000175387,SMAD2
P79483,ENSG00000231679,HLA-DRB3
A6NGR9,ENSG00000204839,MROH6
P52848,ENSG00000070614,NDST1
Q9H2M3,ENSG00000132840,BHMT2
P23219,ENSG00000095303,PTGS1
Q8TAT6,ENSG00000182446,NPLOC4
Q9Y6A1,ENSG00000130714,POMT1
Q9NR12,ENSG00000196923,PDLIM7
Q9UHG3,ENSG00000116005,PCYOX1
O75934,ENSG00000116752,BCAS2
Q3LI68,ENSG00000206106,KRTAP22-2
Q96I24,ENSG00000107164,FUBP3
Q9BX46,ENSG00000112183,RBM24
Q96GM5,ENSG00000066117,SMARCD1
Q86SE5,ENSG00000184672,RALYL
Q9H3R5,ENSG00000153044,CENPH
P19883,ENSG00000134363,FST
Q8IZD9,ENSG00000088538,DOCK3
A6NCS4,ENSG00000180053,NKX2-6
Q9H112,ENSG00000125831,CST11
Q14114,ENSG00000157193,LRP8
Q9ULM2,ENSG00000188033,ZNF490
Q8IXK0,ENSG00000134686,PHC2
Q8TE99,ENSG00000155893,PXYLP1
Q6ZMV8,ENSG00000183850,ZNF730
Q01362,ENSG00000149534,MS4A2
Q3LI61,ENSG00000184032,KRTAP20-2
O43155,ENSG00000185070,FLRT2
O60522,ENSG00000180113,TDRD6
P22105,ENSG00000168477,TNXB
P07305,ENSG00000189060,H1F0
Q8NHQ9,ENSG00000111364,DDX55
Q6UXB2,ENSG00000189377,CXCL17
Q14533,ENSG00000205426,KRT81
P35869,ENSG00000106546,AHR
P20036,ENSG00000206291,HLA-DPA1
O43324,ENSG00000124802,EEF1E1
Q14667,ENSG00000007202,KIAA0100
Q9NV06,ENSG00000164934,DCAF13
P46663,ENSG00000100739,BDKRB1
Q6PEY1,ENSG00000167874,TMEM88
Q66K74,ENSG00000130479,MAP1S
Q9Y3R5,ENSG00000142197,DOPEY2
Q16520,ENSG00000156127,BATF
Q71U36,ENSG00000167552,TUBA1A
Q9UJX5,ENSG00000053900,ANAPC4
Q6P996,ENSG00000179889,PDXDC1
O60287,ENSG00000142207,URB1
Q9H967,ENSG00000092470,WDR76
Q8IWA6,ENSG00000183273,CCDC60
Q9BT67,ENSG00000131507,NDFIP1
Q71DI3,ENSG00000183598,HIST2H3D
Q53TS8,ENSG00000155754,ALS2CR11
Q01534,ENSG00000258992,TSPY1
Q5VXM1,ENSG00000157211,CDCP2
A6NFY7,ENSG00000205138,SDHAF1
Q9C009,ENSG00000164379,FOXQ1
Q96T58,ENSG00000065526,SPEN
P29966,ENSG00000277443,MARCKS
Q9H4M7,ENSG00000105559,PLEKHA4
O95396,ENSG00000124217,MOCS3
Q8TBF2,ENSG00000157870,FAM213B
O75379,ENSG00000117533,VAMP4
Q92600,ENSG00000144580,CNOT9
P35670,ENSG00000123191,ATP7B
P05538,ENSG00000228254,HLA-DQB2
Q96FF9,ENSG00000146670,CDCA5
Q13405,ENSG00000149792,MRPL49
O14832,ENSG00000107537,PHYH
P43246,ENSG00000095002,MSH2
Q5JPF3,ENSG00000174501,ANKRD36C
Q96QR8,ENSG00000146676,PURB
Q2PZI1,ENSG00000173852,DPY19L1
Q96PU4,ENSG00000147854,UHRF2
O95847,ENSG00000153291,SLC25A27
Q14CW9,ENSG00000087152,ATXN7L3
Q7Z7C8,ENSG00000137413,TAF8
Q8N423,ENSG00000274513,LILRB2
Q96AB6,ENSG00000157045,NTAN1
Q8TC29,ENSG00000151023,ENKUR
P57088,ENSG00000109133,TMEM33
P17039,ENSG00000168661,ZNF30
Q86XH1,ENSG00000132321,IQCA1
Q2QGD7,ENSG00000070476,ZXDC
Q9H2K2,ENSG00000107854,TNKS2
P57052,ENSG00000185272,RBM11
P99999,ENSG00000172115,CYCS
Q5JVF3,ENSG00000126226,PCID2
P49589,ENSG00000278191,CARS
Q15369,ENSG00000154582,TCEB1
Q16799,ENSG00000139970,RTN1
Q8TBE1,ENSG00000143786,CNIH3
O75717,ENSG00000198554,WDHD1
Q8TB73,ENSG00000173376,NDNF
Q9BUL9,ENSG00000178718,RPP25
Q8N7S2,ENSG00000163793,DNAJC5G
Q5EBM0,ENSG00000134326,CMPK2
P57071,ENSG00000141956,PRDM15
Q9H871,ENSG00000153561,RMND5A
Q6UXA7,ENSG00000229432,C6orf15
Q8IZP7,ENSG00000185352,HS6ST3
Q969J3,ENSG00000165714,BORCS5
A0AVK6,ENSG00000129173,E2F8
P28329,ENSG00000070748,CHAT
Q9Y468,ENSG00000185513,L3MBTL1
P27987,ENSG00000143772,ITPKB
Q8NH81,ENSG00000198674,OR10G6
C9JXX5,ENSG00000234776,C11orf94
Q9NYW1,ENSG00000121381,TAS2R9
Q8TC20,ENSG00000164304,CAGE1
Q9H8G2,ENSG00000120159,CAAP1
Q6P0Q8,ENSG00000086015,MAST2
Q17R98,ENSG00000151612,ZNF827
Q9UM82,ENSG00000158480,SPATA2
P13688,ENSG00000079385,CEACAM1
Q9UHQ9,ENSG00000159348,CYB5R1
Q9NX45,ENSG00000120669,SOHLH2
Q9HCU9,ENSG00000174744,BRMS1
P08949,ENSG00000197696,NMB
Q9Y680,ENSG00000079150,FKBP7
Q9NYF0,ENSG00000165617,DACT1
Q9Y5Y2,ENSG00000095906,NUBP2
Q9NZG7,ENSG00000171840,NINJ2
P30039,ENSG00000108187,PBLD
Q6PIF2,ENSG00000161860,SYCE2
Q9Y5G1,ENSG00000262209,PCDHGB3
Q99884,ENSG00000011083,SLC6A7
Q96GA7,ENSG00000139410,SDSL
Q9BY12,ENSG00000140386,SCAPER
Q7Z6B7,ENSG00000196935,SRGAP1
A8MWY0,ENSG00000164659,KIAA1324L
Q9UG22,ENSG00000106560,GIMAP2
Q6NUK4,ENSG00000165476,REEP3
P17030,ENSG00000175395,ZNF25
O00499,ENSG00000136717,BIN1
Q9UBY5,ENSG00000171517,LPAR3
Q13410,ENSG00000124557,BTN1A1
Q9Y228,ENSG00000009790,TRAF3IP3
Q12923,ENSG00000163629,PTPN13
C9JFL3,ENSG00000233041,PHGR1
Q9Y6B6,ENSG00000152700,SAR1B
P24534,ENSG00000114942,EEF1B2
P16662,ENSG00000171234,UGT2B7
P09914,ENSG00000185745,IFIT1
Q8N387,ENSG00000169550,MUC15
Q5T4I8,ENSG00000137434,C6orf52
Q99941,ENSG00000213676,ATF6B
Q68DE3,ENSG00000176542,USF3
P61927,ENSG00000145592,RPL37
Q99680,ENSG00000172209,GPR22
Q96GV9,ENSG00000181751,C5orf30
Q8TF08,ENSG00000170516,COX7B2
Q5R3K3,ENSG00000188820,FAM26F
P04179,ENSG00000112096,SOD2
Q5VU13,ENSG00000243284,VSIG8
Q9BXU9,ENSG00000183166,CALN1
Q8N1B4,ENSG00000223501,VPS52
Q9H5N1,ENSG00000177548,RABEP2
Q8N9U0,ENSG00000165929,TC2N
Q5XUX1,ENSG00000132004,FBXW9
Q96IW7,ENSG00000121542,SEC22A
Q8TCU6,ENSG00000124126,PREX1
P0CG37,ENSG00000136698,CFC1
A1XBS5,ENSG00000188343,FAM92A
Q9BYT8,ENSG00000123213,NLN
Q8N3J2,ENSG00000101574,METTL4
O15126,ENSG00000085365,SCAMP1
H0YL09,ENSG00000259511,UBE2Q2L
O60235,ENSG00000153802,TMPRSS11D
Q06055,ENSG00000135390,ATP5G2
P54252,ENSG00000066427,ATXN3
O95210,ENSG00000118804,STBD1
Q9UKA4,ENSG00000023516,AKAP11
Q9Y3B4,ENSG00000115128,SF3B6
Q8NHQ1,ENSG00000114107,CEP70
Q9ULJ1,ENSG00000122417,ODF2L
Q9NNX1,ENSG00000143367,TUFT1
Q9H0U4,ENSG00000174903,RAB1B
Q9H488,ENSG00000101346,POFUT1
P0CB33,ENSG00000223614,ZNF735
Q9BYD3,ENSG00000105364,MRPL4
Q9P2K9,ENSG00000204624,DISP3
Q12846,ENSG00000103496,STX4
Q5JQC4,ENSG00000236371,CT47A1
Q8N339,ENSG00000205364,MT1M
P57081,ENSG00000160193,WDR4
Q96A46,ENSG00000155287,SLC25A28
Q9HCE9,ENSG00000074855,ANO8
Q13496,ENSG00000171100,MTM1
Q6ZVZ8,ENSG00000182177,ASB18
Q8WUA8,ENSG00000182704,TSKU
O00488,ENSG00000142684,ZNF593
P04908,ENSG00000277075,HIST1H2AE
O60706,ENSG00000069431,ABCC9
P04440,ENSG00000230763,HLA-DPB1
Q96DA2,ENSG00000155961,RAB39B
Q8WTX9,ENSG00000159714,ZDHHC1
Q5VZ19,ENSG00000163239,TDRD10
Q9UMR2,ENSG00000157349,DDX19B
P05204,ENSG00000198830,HMGN2
Q9UIG4,ENSG00000224544,PSORS1C2
O75154,ENSG00000090565,RAB11FIP3
Q15517,ENSG00000137197,CDSN
Q02218,ENSG00000105953,OGDH
Q13123,ENSG00000113141,IK
O76064,ENSG00000112130,RNF8
Q9HA90,ENSG00000114654,EFCC1
Q9BRR8,ENSG00000076650,GPATCH1
Q6ZUG5,ENSG00000187695,RP11-723O4.6
Q96HJ9,ENSG00000164898,FMC1
P61457,ENSG00000166228,PCBD1
P04001,ENSG00000268221,OPN1MW
Q13530,ENSG00000132824,SERINC3
O75132,ENSG00000100426,ZBED4
Q5H9S7,ENSG00000115827,DCAF17
Q6UWN8,ENSG00000178172,SPINK6
Q9UJY5,ENSG00000100083,GGA1
P0C0L5,ENSG00000228454,C4B
Q00266,ENSG00000151224,MAT1A
Q3B726,ENSG00000105849,TWISTNB
O43248,ENSG00000123388,HOXC11
Q6ZUS5,ENSG00000176714,CCDC121
Q9Y366,ENSG00000101052,IFT52
P07199,ENSG00000125817,CENPB
F2Z3F1,ENSG00000225940,C5orf67
Q5SSQ6,ENSG00000229176,SAPCD1
Q92823,ENSG00000091129,NRCAM
Q96EP1,ENSG00000072609,CHFR
P27352,ENSG00000134812,GIF
Q9P013,ENSG00000150316,CWC15
Q9UIM3,ENSG00000224200,FKBPL
A8MVW0,ENSG00000161682,FAM171A2
Q14129,ENSG00000183628,DGCR6
Q8N149,ENSG00000274000,LILRA2
P0DJ07,ENSG00000229833,PET100
Q8TCT9,ENSG00000101294,HM13
Q8N8Q3,ENSG00000173818,ENDOV
Q9UP83,ENSG00000164597,COG5
P40337,ENSG00000134086,VHL
Q9UBQ6,ENSG00000162694,EXTL2
Q8IU85,ENSG00000183049,CAMK1D
Q7L9L4,ENSG00000173542,MOB1B
Q14623,ENSG00000163501,IHH
P98160,ENSG00000142798,HSPG2
Q96RD2,ENSG00000255307,OR52B2
P54868,ENSG00000134240,HMGCS2
Q6ZN57,ENSG00000198939,ZFP2
Q8N0V5,ENSG00000111846,GCNT2
Q96GN5,ENSG00000164649,CDCA7L
P14921,ENSG00000134954,ETS1
Q13477,ENSG00000099866,MADCAM1
Q13075,ENSG00000249437,NAIP
Q9BPZ2,ENSG00000186787,SPIN2B
Q96SN7,ENSG00000160991,ORAI2
P53999,ENSG00000113387,SUB1
Q96A09,ENSG00000158246,FAM46B
Q9HC52,ENSG00000141570,CBX8
Q9Y2X9,ENSG00000162702,ZNF281
Q9UIG8,ENSG00000176463,SLCO3A1
P55201,ENSG00000156983,BRPF1
Q9BZL3,ENSG00000256235,SMIM3
P28068,ENSG00000242386,HLA-DMB
P11940,ENSG00000070756,PABPC1
Q92922,ENSG00000173473,SMARCC1
Q96NT3,ENSG00000138867,GUCD1
Q8WW38,ENSG00000169946,ZFPM2
A1A4Y4,ENSG00000237693,IRGM
Q9H330,ENSG00000106771,TMEM245
Q86UY6,ENSG00000110583,NAA40
Q9NS67,ENSG00000170837,GPR27
Q5SRR4,ENSG00000237495,LY6G5C
Q96G97,ENSG00000168000,BSCL2
Q9NUQ8,ENSG00000161204,ABCF3
O94772,ENSG00000274488,LY6H
Q6UWJ1,ENSG00000150403,TMCO3
Q9HCM9,ENSG00000229929,TRIM39
Q15669,ENSG00000168421,RHOH
O95918,ENSG00000229680,OR2H2
Q99943,ENSG00000204310,AGPAT1
Q92988,ENSG00000108813,DLX4
Q9H1C7,ENSG00000120306,CYSTM1
Q96RE9,ENSG00000145908,ZNF300
P57076,ENSG00000159079,C21orf59
Q9UPQ7,ENSG00000121440,PDZRN3
P56556,ENSG00000272765,NDUFA6
Q07890,ENSG00000100485,SOS2
Q6ZUJ8,ENSG00000155629,PIK3AP1
Q14573,ENSG00000096433,ITPR3
Q12829,ENSG00000141542,RAB40B
Q96NX5,ENSG00000008118,CAMK1G
Q9Y5V3,ENSG00000179222,MAGED1
Q96SQ9,ENSG00000167600,CYP2S1
P22105,ENSG00000236236,TNXB
Q96NZ1,ENSG00000139445,FOXN4
Q01974,ENSG00000169071,ROR2
Q9NRL3,ENSG00000090372,STRN4
P22528,ENSG00000169469,SPRR1B
